orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,county,municipality,post_place,zip_code,address,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,status,phone,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug,domain,email,contact_page,source,is_webshop,webshop_signals,webshop_platform,webshop_debug,product_count_estimate,seo_pages_sampled,seo_avg_title_len,seo_avg_desc_len,seo_missing_meta_desc_pct,seo_missing_h1_pct,seo_duplicate_title_pct,seo_avg_alt_coverage_pct,seo_avg_product_desc_words,seo_jsonld_product_pct,seo_gap_score,uses_clerk_io,clerk_io_evidence,lead_score,lead_reasons,debug
559313-1476,Common Clouds AB,Common Clouds AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Detaljhandel; Postorder/e-handel; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Stockholm,Stockholm,111 61,Tegnergatan 37 a,18127000,2025-03,in_band,true,3,,,,,,https://www.allabolag.se/foretag/common-clouds-ab/stockholm/-/2KI07V8I63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Common%20Clouds%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,Mikael Hulting AB,Hultings Mark & Trädgård AB,Trädgård,Parkanläggningar,Parkanläggningar; Städservice; Byggmästare; Snickeriarbeten,Jönköping,Jönköping,Jönköping,553 12,Björnebergsvägen 1,17875000,2025-12,in_band,true,19,,+46 36 860 21 10,,,https://www.hultings.se/,https://www.allabolag.se/foretag/hultings-mark-och-tradgard-ab/jonkoping/-/2KGL37PI63IJW,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/hultings/j%C3%B6nk%C3%B6ping/jootyzdfh | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,hultings.se,info@hultings.se,https://hultings.se,static,no,,,,,,,,,,,,,,,no,,5,has_identity,
556663-9968,Tunareds Helentreprenad AB,Tunareds Helentreprenad AB,Leksaker,Byggmästare,"Byggmästare; Fastighetsbolag, lokaler",Halland,Kungsbacka,Fjärås,439 73,Hörlyckan 52,17862000,2025-08,in_band,true,10,,,,,,https://www.allabolag.se/foretag/tunareds-helentreprenad-ab/kungsbacka/-/2K28EW0I5YDDT,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Tunareds%20Helentreprenad%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556309-6469,Moheda Trade AB,Moheda Trade AB,Skor,Skor,Skor; Skor och tillbehör - produktion; Producenter; Konfektion; Kläder; Grossister,Kronoberg,Alvesta,Moheda,342 60,Toffelvägen 4,17656000,2024-12,in_band,true,8,,,,,https://moheda.com/,https://www.allabolag.se/foretag/moheda-trade-ab/alvesta/-/2K04GPHI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/moheda+toffeln+reinholdson+sko+ab/moheda/nuxejcqt | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,moheda.com,,https://moheda.com,static,yes,checkout_provider; cart; checkout; product_cards; priced_cards; provider:magento,magento,static@https://moheda.com:hasCheckout(urlPath:/checkout) | static@https://moheda.com:hasCart(urlPath:/cart) | static@https://moheda.com:pricedCards(multiPrices) | static@https://moheda.com:providers(magento) | static@https://moheda.com:productCards(46) | DECISION@static@https://moheda.com,,,,,,,,,,,,no,,36,"is_webshop, platform:magento, has_orgnr",dom_fallback:0_urls
559164-7739,We are Ono Sweden AB,We are Ono Sweden AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Stockholm,Stockholm,,,17590000,2025-12,in_band,true,1,,,,,,https://www.allabolag.se/foretag/we-are-ono-sweden-ab/stockholm/-/2KH4F0BI63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=We%20are%20Ono%20Sweden%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556841-3586,Brunnby Skog & Trädgård AB,Brunnby Skog & Trädgård AB,Trädgård,"Lantbruksmaskiner, förnödenheter - grossist","Lantbruksmaskiner, förnödenheter - grossist; Lantbruksmaskiner, förnödenheter; Grossister",Västmanland,Västerås,Västerås,725 97,Brunnby,17576000,2024-12,in_band,true,5,,0708955470,,,,https://www.allabolag.se/foretag/brunnby-skog-och-tradgard-ab/vasteras/-/2K3AFF6I63IIH,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Brunnby%20Skog%20%26%20Tr%C3%A4dg%C3%A5rd%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559021-8425,19-69 Group AB,19-69 Group AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Skåne,Vellinge,Vellinge,235 39,Modemgatan 10,17514000,2024-12,in_band,true,0,,,,,,https://www.allabolag.se/foretag/19-69-group-ab/vellinge/-/2KG9S55I63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=19-69%20Group%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559169-2594,Team Roslund AB,Team Roslund AB,Kosmetika,Hälsotjänster,"Hälsotjänster; Tandläkare; Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Norrbotten,Luleå,Luleå,972 35,Bangårdsgatan 2,17514000,2025-12,in_band,true,11,,,,,,https://www.allabolag.se/foretag/team-roslund-ab/lulea/-/2KH5DMAI63IHB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Team%20Roslund%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556654-6213,Säffle och Åmål Hemelektronik AB,Säffle och Åmål Hemelektronik AB,Hemelektronik,"Radio TV, video","Radio TV, video; Detaljhandel",Västra Götaland,Åmål,Åmål,662 31,Kungsgatan 11,17393000,2024-12,in_band,true,19,,+46 10 220 43 00,,,https://www.elonljudbild.se/,https://www.allabolag.se/foretag/saffle-och-amal-hemelektronik-ab/amal/-/2K3O788I5YH3M,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/elon-ljud-och-bild-kristinehamn/kristinehamn/apqvilqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,elonljudbild.se,undefined; kundservice@elon.se,https://www.elon.se/om-oss,browser,yes,checkout_provider; cart; checkout; product_cards; provider:magento,magento,main@https://www.elon.se/:hasCheckout(urlPath:/checkout) | main@https://www.elon.se/:hasCart(urlPath:/cart) | main@https://www.elon.se/:providers(magento) | main@https://www.elon.se/:productCards(188) | DECISION@main@https://www.elon.se/ | contact_like@https://www.elon.se/kundtjanst:hasCheckout(urlPath:/checkout) | contact_like@https://www.elon.se/kundtjanst:hasCart(urlPath:/cart) | contact_like@https://www.elon.se/kundtjanst:providers(magento) | DECISION@contact_like@https://www.elon.se/kundtjanst | contact_like@https://www.elon.se/om-oss:hasCheckout(urlPath:/checkout) | contact_like@https://www.elon.se/om-oss:hasCart(urlPath:/cart) | contact_like@https://www.elon.se/om-oss:providers(magento) | DECISION@contact_like@https://www.elon.se/om-oss,,,,,,,,,,,,no,,41,"is_webshop, platform:magento, has_email, has_orgnr",dom_fallback:0_urls
,Joäng Mark & Trädgård AB,Joäng Mark & Trädgård AB,Trädgård,Parkanläggningar,Parkanläggningar; Byggmästare; Arkitekter,Skåne,Trelleborg,Trelleborg,231 62,Godsvägen 8,17200000,2025-08,in_band,true,20,,+46 410 127 57,,,http://joang.se/,https://www.allabolag.se/foretag/joang-mark-och-tradgard-ab/trelleborg/-/2K3CU53I63IJW,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/jo%C3%A4ng+mark+och+tr%C3%A4dg%C3%A5rd/trelleborg/akosxzjkl | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,joang.se,info@joang.se; alexandra@joang.se; pontus@joang.se,https://joang.se,static,yes,checkout_provider; cart; product_cards; provider:magento,magento,static@https://joang.se:hasCart(urlPath:/cart) | static@https://joang.se:providers(magento) | static@https://joang.se:productCards(2) | DECISION@static@https://joang.se,,,,,,,,,,,,no,,38,"is_webshop, platform:magento, has_email",dom_fallback:0_urls
559200-7818,Green View Trädgård AB,Green View Trädgård AB,Trädgård,Parkanläggningar,Parkanläggningar,Stockholm,Stockholm,Bandhagen,124 67,Hardemogatan 15,17105000,2024-12,in_band,true,14,,,,,,https://www.allabolag.se/foretag/green-view-tradgard-ab/stockholm/-/2KHC4UII63IJW,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Green%20View%20Tr%C3%A4dg%C3%A5rd%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556223-9292,Trädgårdsgöran AB,Trädgårds-Göran Aktiebolag,Trädgård,Parkanläggningar,Parkanläggningar,Östergötland,Norrköping,Norrköping,602 28,Sjötullsgatan 1,17089000,2024-12,in_band,true,12,,+46 11 10 70 75,,,http://www.tradgardsgoran.se/,https://www.allabolag.se/foretag/tradgards-goran-aktiebolag/norrkoping/-/2JZM3B0I63IJW,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tr%C3%A4dg%C3%A5rds+g%C3%B6ran+ab/norrk%C3%B6ping/nnggrrbj | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,tradgardsgoran.se,linus.carlsson@tradgardsgoran.se,https://tradgardsgoran.se/Om-oss,browser,no,,,,,,,,,,,,,,,no,,5,has_identity,
556484-0709,BJ Leksaker i Gällivare Aktiebolag,BJ Leksaker i Gällivare Aktiebolag,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Norrbotten,Gällivare,Gällivare,982 38,Metallvägen 14,17066000,2024-12,in_band,true,6,,,,,,https://www.allabolag.se/foretag/bj-leksaker-i-gallivare-aktiebolag/gallivare/-/2K15UKLI5YHPS,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=BJ%20Leksaker%20i%20G%C3%A4llivare%20Aktiebolag%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559190-6457,Macken Luhrpasset AB,Macken Luhrpasset AB,Smycken,Livsmedel,Livsmedel; Butikshandel; Bilar; Detaljhandel; Bilreservdelar,Kronoberg,Markaryd,Strömsnäsbruk,287 34,Hinnerydsvägen 45,17005000,2024-12,in_band,true,7,,,,,,https://www.allabolag.se/foretag/macken-luhrpasset-ab/markaryd/-/2KH9YMXI5YFWD,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Macken%20Luhrpasset%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556659-7844,Henrik Falk Skog & Trädgård AB,Henrik Falk Skog & Trädgård AB,Trädgård,Parkanläggningar,Parkanläggningar; Jordbruk; Jordbruk - andra tjänster,Stockholm,Ekerö,Munsö,178 91,Landholmsvägen 40,17000000,2024-12,in_band,true,7,,0705736373,,,,https://www.allabolag.se/foretag/henrik-falk-skog-och-tradgard-ab/ekero/-/2K27IDWI63IJW,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Henrik%20Falk%20Skog%20%26%20Tr%C3%A4dg%C3%A5rd%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556909-8568,Troentorp Clogs AB,Troentorp Clogs AB,Skor,Skor,Skor; Skor och tillbehör - produktion; Producenter,Västra Götaland,Skövde,Skövde,549 37,Stallsiksvägen 1,16997000,2024-12,in_band,true,6,,0760153545,,,,https://www.allabolag.se/foretag/troentorp-clogs-ab/skovde/-/2K3P3YGI5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Troentorp%20Clogs%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556754-3243,LB Anderssons Trädgård AB,LB Anderssons Trädgård AB,Trädgård,Parkanläggningar,Parkanläggningar; Jordbruk; Jordbruk - andra tjänster,Dalarna,Ludvika,Ludvika,771 94,Björnmossevägen 3 c,16981000,2025-12,in_band,true,18,,0240592300,,,,https://www.allabolag.se/foretag/lb-anderssons-tradgard-ab/ludvika/-/2K2RRUZI63IJW,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=LB%20Anderssons%20Tr%C3%A4dg%C3%A5rd%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559195-4952,Lindhagen Macken AB,Lindhagen Macken AB,Smycken,Livsmedel,Livsmedel; Butikshandel; Bilar; Detaljhandel; Bilreservdelar,Stockholm,Stockholm,Stockholm,112 43,Lindhagensplan 60,16952000,2025-12,in_band,true,8,,,,,,https://www.allabolag.se/foretag/lindhagen-macken-ab/stockholm/-/2KHB020I5YFWD,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Lindhagen%20Macken%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,,LEXIMA AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister; Livsmedel; Livsmedel - agenturer och grossister; Evenemangsproduktioner; Konfektion; Kläder; Catering",Stockholm,Stockholm,Stockholm,112 26,Kungsbro Strand 29,16882000,2025-04,in_band,true,0,,,,,http://www.lexima.se/,https://www.allabolag.se/foretag/lexima-ab/stockholm/-/2K37C39I63IIB,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/lexima+ab/stockholm/cnnquyeak | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,lexima.se,,https://lexima.se,browser,no,,,,,,,,,,,,,,,no,,0,unreachable_or_parked,net::ERR_CONNECTION_CLOSED at https://lexima.se | method:browser
,Bäckmans Skoservice AB,Bäckmans Skoservice Aktiebolag,Skor,Skor,Skor; Läder och lädervaror; Reparatörer,Stockholm,Stockholm,Stockholm,114 39,Nybrogatan 23,16682000,2025-04,in_band,true,9,,+46 8 660 00 79,,,https://www.backmansskoservice.se/,https://www.allabolag.se/foretag/backmans-skoservice-aktiebolag/stockholm/-/2JYNEQOI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/b%C3%A4ckmans+skoservice+ab/stockholm/covdhggtu | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,backmansskoservice.se,info@backmansskoservice.se,https://backmansskoservice.se,static,yes,checkout_provider; cart; product_cards; priced_cards; provider:woocommerce,woocommerce,static@https://backmansskoservice.se:hasCart(urlPath:/varukorg) | static@https://backmansskoservice.se:pricedCards(multiPrices) | static@https://backmansskoservice.se:providers(woocommerce) | static@https://backmansskoservice.se:productCards(65) | DECISION@static@https://backmansskoservice.se,80,5,37,0,100,20,0,87,68,60,43,no,,75,"is_webshop, platform:woocommerce, catalog_50plus, seo_gap_low, missing_meta_desc, has_email",sitemap:80_products_from_2_sitemaps | seo_sampled:5 gap:43
556798-1203,Gastro Sweden Tech AB,Gastro Sweden Tech AB,Trädgård,"Restaurangutrustningar, storköksutrustningar","Restaurangutrustningar, storköksutrustningar; Grossister; Reparatörer; Maskinförnödenheter; Maskinförnödenheter - reparationer; Byggmästare; Elinstallationer",Skåne,Kristianstad,Kristianstad,291 36,Industrigatan 24,16343000,2024-12,in_band,true,3,,+46 44 10 92 00,,,https://www.gastrobutiken.se,https://www.allabolag.se/foretag/gastro-sweden-tech-ab/kristianstad/-/2K315SJI5YH9R,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/gastro+sweden+tech+ab/kristianstad/fnszanqzd | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,gastrobutiken.se,info@gastrobutiken.se,https://gastrobutiken.se,static,yes,cart; checkout; product_cards,,static@https://gastrobutiken.se:hasCheckout(urlPath:/checkout) | static@https://gastrobutiken.se:hasCart(uiPhrase) | static@https://gastrobutiken.se:productCards(15) | DECISION@static@https://gastrobutiken.se,80,5,52,72,40,0,20,97,93,0,33,no,,65,"is_webshop, catalog_50plus, seo_gap_low, no_product_schema, has_email, has_orgnr",sitemap:80_products_from_1_sitemaps | seo_sampled:5 gap:33
559049-5668,Pronito AB,Pronito AB,Kosmetika,Detaljhandel - annat,"Detaljhandel - annat; Detaljhandel; Postorder/e-handel; Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister; Skolor och utbildning; Butikshandel",Halland,Falkenberg,Älvsered,311 63,Falkenbersvägen 10,16189000,2025-01,in_band,true,2,,,,,,https://www.allabolag.se/foretag/pronito-ab/falkenberg/-/2KGFQ2CI63ILV,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Pronito%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559097-3086,,Leksakscity Sverige AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Detaljhandel; Postorder/e-handel",Gävleborg,Gävle,Gävle,802 93,Johannesbergsvägen 27,16188000,2025-03,in_band,true,2,,+46 245 88 49,,,http://www.leksakscity.se,https://www.allabolag.se/foretag/leksakscity-sverige-ab/gavle/-/2KGPYFYI5YHPS,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/leksakscity+sverige+ab/anderstorp/ctuuxfmgo | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,leksakscity.se,hej@leksakscity.se,https://www.leksakscity.se/kontakta-var-kundtjanst-pa-leksakscity,browser,yes,checkout_provider; cart; checkout; product_cards; priced_cards; provider:svea; provider:prestashop,"svea,prestashop","main@https://www.leksakscity.se/:hasCheckout(urlPath:/kassa) | main@https://www.leksakscity.se/:hasCart(uiPhrase) | main@https://www.leksakscity.se/:pricedCards(multiPrices) | main@https://www.leksakscity.se/:providers(svea,prestashop) | main@https://www.leksakscity.se/:productCards(70) | DECISION@main@https://www.leksakscity.se/ | contact_like@https://www.leksakscity.se/kontakta-var-kundtjanst-pa-leksakscity:hasCheckout(urlPath:/kassa) | contact_like@https://www.leksakscity.se/kontakta-var-kundtjanst-pa-leksakscity:hasCart(uiPhrase) | contact_like@https://www.leksakscity.se/kontakta-var-kundtjanst-pa-leksakscity:pricedCards(multiPrices) | contact_like@https://www.leksakscity.se/kontakta-var-kundtjanst-pa-leksakscity:providers(svea,prestashop) | contact_like@https://www.leksakscity.se/kontakta-var-kundtjanst-pa-leksakscity:productCards(12) | DECISION@contact_like@https://www.leksakscity.se/kontakta-var-kundtjanst-pa-leksakscity",,,,,,,,,,,,no,,41,"is_webshop, platform:svea,prestashop, has_email, has_orgnr",dom_fallback:0_urls
556197-3958,L. Olsén Mode Aktiebolag,L. Olsén Mode Aktiebolag,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Skåne,Malmö,Malmö,211 34,Södergatan 21,16079000,2025-04,in_band,true,9,,040232050,,,,https://www.allabolag.se/foretag/l-ols-n-mode-aktiebolag/malmo/-/2JZGEKMI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=L.%20Ols%C3%A9n%20Mode%20Aktiebolag%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,,Tandhuset Crown AB,Kosmetika,Hälsotjänster,"Hälsotjänster; Tandläkare; Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Norrbotten,Älvsbyn,Älvsbyn,942 33,Fluxenvägen 16,16039000,2025-12,in_band,true,11,,+46 929 104 00,,,http://tandhusetkronan.se,https://www.allabolag.se/foretag/tandhuset-crown-ab/alvsbyn/-/2KIGOYOI63IHB,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tandhuset+kronan/%C3%A4lvsbyn/npuuzijcm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,tandhusetkronan.se,info@tandhusetkronan.se; faktura@tandhusetkronan.se,https://www.tandhusetkronan.se/customer-service,browser,no,,,,,,,,,,,,,,,no,,0,not_webshop,
