orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug
556414-7972,GOIN AB,GOIN AB,71121,,71121,KÅGERÖD,26876,RÄVHALLAHUS SMEDJEBACKEN 1836,"Bolaget skall bedriva arkitekt- och ingeniörstjänster inom byggnadssektorn, handel med och uthyrning av fastigheter samt handel med värdepapper och värdepappersfonder.",1991-01-29,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556452-8700,Svarte Företagsutveckling AB,Svarte Företagsutveckling AB,70200,,70200,YSTAD,27192,BANJOGRÄND 4,Bolaget ska bedriva förvaltning av såväl fast som lös egendom jämte därmed förenlig verksamhet.,1992-09-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556415-3665,Balkongskydd Svenska Aktiebolag,Balkongskydd Svenska Aktiebolag,43230,,43230; 81221,NORRKÖPING,60246,NORRALUNDSGATAN 14 A 0TR,Bolaget skall bedriva tillverkning och försäljning av balkongskydd samt solskydd. Bolaget skall även bedriva verksamhet inom fönsterputs samt idka därmed förenlig verksamhet.,1991-01-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556349-3005,Aptiva Invest & Management AB,Aptiva Invest & Management AB,70200,,70200; 64993; 88102,LYSEKIL,45340,TORPGATAN 13,"Bolaget skall självt eller i samverkan med partners investera i, utveckla, förädla, producera, förvalta, förmedla och handla med kapital-, varu- och tjänsteprodukter, affärsidéer, projekt, aktier, andelar, immateriella rättigheter och andra värdepapper, fast och lös egendom samt bedriva därmed förenlig verksamhet inom diverse branschområden,  företrädesvis inom områdena ekonomi och juridik, verksamhetsutveckling, finans, försäkringsförmedling , handel och distribution, livsmedels-, dryckesvaru- och tobaksindustri, hotell och restaurang, transport, turism, hälsa, vård och omsorg, nöje och evenemang, sport och fritid, hem och hushåll, uthyrningsverksamhet, kultur, utbildning, rekrytering och personaluthyrning, bevakning och säkerhet, telekommunikation, audio och video, musik, TV, radio, foto, film,litteratur, annons och reklamverksamhet, grafisk industri, textil-, beklädnads- och lädervaruindustri, metall-, verkstads- och varvsindustri, fartyg, fordon, bygg och fastighet, skog och jordbruk, trädgård, fiske, jakt, massa-, pappers- och pappersvaruindustri, plast- och plastvaruindustri, förpackningar, kemisk och farmaceutisk industri, samt energi och miljö.",1989-03-16,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556437-0137,R. C. Bövik Ekonomi & Juridik AB,R. C. Bövik Ekonomi & Juridik AB,69201,,69201,GÖTEBORG,41254,SÖDRA VÄGEN 12,"Bolaget skall bedriva ekonomisk och juridisk rådgivning samt undervisning, äga och förvalta värdepapper och fast egendom och därmed förenlig verksamhet.",1991-11-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556331-4342,Vadsbo Redovisning Aktiebolag,Vadsbo Redovisning Aktiebolag,69201,,69201,MARIESTAD,54237,KUNGSGATAN 5,"Bolaget skall bedriva redovisningsverksamhet, bokföring, bolagsbildningar, ekonomiska konsultationer, allmän företagsservice samt därmed förenlig verksamhet.",1988-09-06,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556427-6037,Annordia AB,Annordia AB,70200,,70200,STOCKHOLM,11124,WALLINGATAN 38,"Bolaget har till föremål för sin verksamhet att bedriva konsultverksamhet inom hotell-, restaurang- och mötesverksamhet, konsultverksamhet avseende förvärv och avyttring av hotellfastigheter och rörelsebolag och därtill relaterad juridisk verksamhet samt därmed förenlig verksamhet.",1991-06-25,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556399-4382,Haccon AB,Haccon AB,43120,,43120; 71121,VEDDIGE,43267,ANNEDALSVÄGEN 10,Bolaget ska bedriva konsult- och entreprenadverksamhet inom bygg och anläggning.,1990-07-04,active,,,http://www.haccon.se,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/haccon+ab/m%C3%B6lndal/jlguhjkrs | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556400-9024,Kivicon AB,Kivicon AB,41000,,41000; 56110; 56120,HÄRNÖSAND,87141,KLUBBGRÄND 2,"Bolaget skall bedriva ombyggnad, renoveringsverksamhet av lägenheter och lokaler, konsultation inom byggverksamhet, städverksamhet, fastighetsförvaltning, restaurangverksamhet. Restaurangverksamhet samt catering, samt handel med värdepapper och därmed förenlig verksamhet.",1990-10-30,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556316-7187,Boström Etablering Aktiebolag,Boström Etablering Aktiebolag,70200,,70200,ARBOGA,73230,VÄSTERLÅNGGATAN 3 B,"Bolaget skall bedriva gymnasial och post gymnasial utbildning, regionala utvecklingsprojekt äga och förvalta fastigheter, aktier och andra värdepapper, ävensom idka därmed förenlig verksamhet.",1988-01-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556324-8367,Christer Sämgård Ingenjörsbyrå Aktiebolag,Christer Sämgård Ingenjörsbyrå Aktiebolag,71124,,71124; 68203,FALKÖPING,52135,SANKT OLOFSGATAN 48,"Bolaget skall bedriva konsultverksamhet inom VVS och energi, äga och förvalta fastigheter jämte annan därmed förenlig verksamhet.",1988-05-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556372-6164,Lunett Konsult Aktiebolag,Lunett Konsult Aktiebolag,71121,,71121,KRISTINEHAMN,68130,VÄSTERLÅNGGATAN 20,"Bolaget skall bedriva konsultation inom byggnadsbranschen, bygga och reparera fastigheter, äga, förvalta, köpa och sälja fast egendom ävensom idka därmed förenlig verksamhet.",1989-10-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556377-2804,LICEMA Aktiebolag,LICEMA Aktiebolag,69201,,69201,LJUSDAL,82730,KYRKOGATAN 7,"Aktiebolagets verksamhet ska vara att erbjuda tjänster och konsultation inom bokföring, redovisning samt värdepappershantering.",1989-11-24,active,,,http://www.licema.nu,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/licema+ab/ljusdal/kopsbjors | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556382-6477,Unifiera Utveckling AB,Unifiera Utveckling AB,70200,,70200,STOCKHOLM,11648,BARNÄNGSGATAN 18,"Bolaget skall tillhandahålla utveckling, rådgivning och process- arbete inom management och personlig utveckling samt därmed förenlig verksamhet.",1990-03-01,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556382-6667,ALBERTA Aktiebolag,ALBERTA Aktiebolag,71121,,71121,STAFFANSTORP,24591,ALBERTA PILEVÄG 73-29,"Bolaget skall bedriva konsultverksamhet, rådgivning och utredande verksamhet inom byggbranschen, samt köp och försäljningar av aktier och värdepapper samt därmed förenlig verksamhet.",1990-06-25,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556334-0446,Järna-Hölö Busstrafik AB,Järna-Hölö Busstrafik AB,49320,,49320,JÄRNA,15336,FJÄRILSTIGEN 5,"Bolaget skall bedriva person- och godstransporter, äga, förvalta och sälja fastigheter, inköpa och försälja bussar och bilar samt reservdelar till dessa, utföra service och underhåll på bussar och bilar, bedriva uthyrings/leasingverksamhet av fordon, kontors- och verkstadsmaskiner, kontors- och verkstadsinventarier och därmed förenlig verksamhet.",1988-09-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556392-3589,KABA Konsult Aktiebolag,KABA Konsult Aktiebolag,71123,,71123,GÖTEBORG,41505,BYFOGDEGATAN 11 B,"Aktiebolaget ska bedriva konsulterande ingenjörsverksamhet huvudsakligen inom elkonstruktionsbranschen, äga och förvalta fastigheter samt idka därmed förenlig verksamhet.",1990-04-06,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556390-6394,Kamincenter i Eskilstuna Aktiebolag,Kamincenter i Eskilstuna Aktiebolag,43221,,43221; 47552; 43999,TORSHÄLLA,64430,ESKILSTUNAVÄGEN 30,"Bolaget skall bedriva försäljning och installationer av kaminer, vedspisar, spisinsatser och därmed förenlig verksamhet.",1990-04-04,active,,,https://www.instagram.com/eldabutikeneskilstuna/,,hitta_orgnr,high,eskilstuna@eldabutiken.se,+4616353354,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/eldabutiken+kamincenter/torsh%C3%A4lla/mrufcgrvb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment
556402-6432,Gulass Lack & Transport Aktiebolag,Gulass Lack & Transport Aktiebolag,49410,,49410; 95312,TABERG,56242,FABRIKSGATAN 11,Bolaget skall reparera och lackera bilar samt bedriva transportrörelse ävensom idka därmed förenlig verksamhet.,1990-08-08,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556397-4426,Harwest Holding AB,Harwest Holding AB,70200,,70200; 85690,SALTSJÖ-BOO,13246,HERMELINSVÄGEN 7,"Bolaget är ett holdingbolag och verksamheten består i att köpa, sälja, äga och förvalta aktier, obligationer och andra värdepapper samt att driva annan därmed förenlig verksamhet.",1990-06-14,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data
556409-6062,El-Agenten i Skillingaryd Aktiebolag,El-Agenten i Skillingaryd Aktiebolag,43210,,43210; 43221; 71122; 47541,SKILLINGARYD,56832,STORGATAN 18,"Bolaget skall utföra elektriska installationsarbeten, elektrisk service inom industrin, försäljning av elartiklar samt därmed förenlig verksamhet.",1990-11-27,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556405-3147,Göte Karlssons Brunnsborrning Aktiebolag,Göte Karlssons Brunnsborrning Aktiebolag,42210,,42210; 43120,LAMMHULT,36394,HÅNGERYD 2,"Bolaget skall bedriva brunnsborrning, VVS-installationer samt därmed förenlig verksamhet.",1990-09-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556410-9691,RTK Trans Aktiebolag,RTK Trans Aktiebolag,49410,,49410,NORBERG,73834,GYLLENTÄKTVÄGEN 5,Aktiebolaget ska bedriva åkeriverksamhet jämte annan därmed förenlig verksamhet.,1990-12-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556415-5413,ERENWI AKTIEBOLAG,ERENWI AKTIEBOLAG,70100,,70100,TIBRO,54330,ÖSTRA LÅNGGATAN 50,Bolaget skall driva försäljning och export av verktyg samt därmed förenlig verksamhet.,1991-01-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556424-7202,Dyk & Anläggning Stockholm Aktiebolag,Dyk & Anläggning Stockholm Aktiebolag,43999,,43999; 52220,VISBY,62153,TERRA NOVAVÄGEN 11 C,Bolaget skall idka dykeri och anläggningsverksamhet bestående av undervattens-anläggningar och -konstruktioner samt därmed förenlig verksamhet.,1991-04-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556419-0568,MV Produkter AB,MV Produkter AB,69201,,69201,HAMBURGSUND,45745,ANKARET 4,"Aktiebolaget skall bedriva konsulttjänster inom ekonomi och administration, äga och förvalta aktier och värdepapper, bedriva försäljning av kläder, smycken och inredningsprodukter samt därmed förenlig verksamhet.",1991-02-20,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556426-6509,Jens Engwall Aktiebolag,Jens Engwall Aktiebolag,70100,,70100,ULRICEHAMN,52335,RÅDHUSGATAN 8  2TR,Bolaget skall bedriva handel med kläder ävensom idka därmed förenlig verksamhet.,1991-05-23,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556434-5824,Begens El Aktiebolag,Begens El Aktiebolag,43210,,43210,BORLÄNGE,78170,FORSKARGATAN 3  1TR,"Aktiebolagets verksamhet är elinstallationer och elreparationer, ägande av fast och lös egendom samt uthyrning av personal.",1991-10-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556434-6418,Intact Bolagsservice AB,Intact Bolagsservice AB,69201,,69201; 43320,STOCKHOLM,11325,VÄSTMANNAGATAN 27 A,"Bolaget skall bedriva konsultverksamhet, redovisningsbyrå och handel med presentreklam, samt åtaga sig uppdrag för inredning och renovering av lokaler, även därmed förenlig verksamhet.",1991-10-16,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556390-0413,Jan Hammarström Åkeri AB,Jan Hammarström Åkeri AB,49410,,49410,NORRTÄLJE,76172,LOHÄRADSVÄGEN 168,Bolaget skall bedriva gods och tidningstransporter och därmed förenlig verksamhet.,1990-03-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556437-0228,B.R. Bygg Produktion & Service AB,B.R. Bygg Produktion & Service AB,43320,,43320,BORRBY,27630,BYGATAN 13,"Bolaget ska bedriva verksamhet inom bygg, byggservice, underhåll och förvaltning inom bygg, samt därmed förenlig verksamhet.",1992-03-24,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data
556431-0109,Matti Rimpinen Traktortjänst Aktiebolag,Matti Rimpinen Traktortjänst Aktiebolag,43991,,43991,HUDDINGE,14132,GAMLA STOCKHOLMSVÄGEN 108/110,Bolaget skall bedriva entreprenadverksamhet i grävningsbranschen ävensom idka därmed förenlig verksamhet.,1991-08-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556301-3712,TPPS Tore Petersson Person och Säljutveckling AB,TPPS Tore Petersson Person och Säljutveckling AB,70200,,70200; 47711,FRISTAD,51395,GINGRI STOMMEN 22,Bolaget skall bedriva utbildning och konsultverksamhet inom person- och säljutveckling.,1987-07-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556392-8778,Plan- och Byggnadskonst i Lund Aktiebolag,Plan- och Byggnadskonst i Lund Aktiebolag,71121,,71121,LUND,22239,KÄVLINGEVÄGEN 26 B,"Bolaget skall bedriva arkitektverksamhet, samhällsplanering samt handel med värdepapper ävensom idka därmed förenlig verksamhet.",1990-04-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556419-8934,"SOFTAPP, Soft Office Application Aktiebolag","SOFTAPP, Soft Office Application Aktiebolag",70200,,70200,STOCKHOLM,11453,GREVGATAN 30 A LGH 1001,"Bolaget skall bedriva försäljning och konsultation inom administration, ekonomi, data samt handel med värdepapper jämte därmed förenlig verksamhet.",1991-02-08,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556393-1178,Implemo Aktiebolag,Implemo Aktiebolag,70200,,70200,KATRINEHOLM,64136,SÖRMLANDSGATAN 16,"Föremålet för bolagets verksamhet är att bedriva utbildning, utveckling och utrednigsverksamhet inom industriell och offentlig produktion och arbetsorganisation, handel med värdepapper och därmed förenlig verksamhet.",1990-04-23,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556437-9179,Per Olsson Trailertransporter Aktiebolag,Per Olsson Trailertransporter Aktiebolag,49410,,49410,FÄRGELANDA,45892,BRÖTEGÅRDEN 2,Aktiebolaget ska bedriva åkeriverksamhet.,1991-11-25,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556433-7979,Östgötagatans Redovisningsbyrå AB,Östgötagatans Redovisningsbyrå AB,69201,,69201,STOCKHOLM,10261,Box 4012,"Bolaget skall bedriva konsultverksamhet, främst inom redovisning och management samt äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",1991-10-04,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556397-9326,Amnehärad Byggkonsult Aktiebolag,Amnehärad Byggkonsult Aktiebolag,71121,,71121,HOVA,54891,GRIMSTORP DUVEBACKEN 1,"Bolaget skall utföra konsulttjänster inom byggnadsbranschen, att äga och förvalta fastigheter samt därmed förenlig verksamhet.",1990-06-13,active,,,http://www.abk-byggkonsult.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/amneh%C3%A4rad+byggkonsult+ab/otterb%C3%A4cken/fntfcsdak | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556436-8024,Bert Bergqvist Bygg Aktiebolag,Bert Bergqvist Bygg Aktiebolag,41000,,41000; 43240; 77320,SÄVEDALEN,43361,INDUSTRIVÄGEN 37 B,"Bolaget skall bedriva byggnadsrörelse, idka handel med fastigheter, fastighetsförvaltning samt idka därmed förenlig verksamhet.",1991-11-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556441-6310,Carento Ekonomi AB,Carento Ekonomi AB,69201,,69201,ÖRNSKÖLDSVIK,89163,KÖPMANGATAN 1  LGH 1601,"Bolaget skall bedriva klientredovisning och övrig administrativ service, samt därmed förenlig verksamhet.",1992-01-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556439-0242,Axidalen AB,Axidalen AB,70200,,70200; 43120; 55202; 68203; 77320,SOLLENTUNA,19147,TORS BACKE 4,"Konsultarbeten inom IT-säkerhet. Arrangera teaterföreställningar och kulturevenemang. Äga, förvalta och hyra ut fastigheter. Handel med fordon, verkstadsutrustningar och entreprenadmaskiner. Utförande av mark och anläggningsarbeten. Uthyrning av entreprenadmaskiner och tillhörande utrustning.",1991-12-16,active,,,https://www.klevet.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/axidalen+ab/sollentuna/fcrrzdlpq | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556439-0556,Norrtälje Trading Aktiebolag,Norrtälje Trading Aktiebolag,49410,,49410,NORRTÄLJE,76198,HARKAVÄGEN 38,"Föremålet för bolagets verksamhet är transporter, VVS-installationer och därmed förenlig verksamhet.",1991-12-16,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556441-4307,O.J Varuförmedling i Eskilstuna AB,O.J Varuförmedling i Eskilstuna AB,49410,,49410,ENKÖPING,74521,Box 44,"Bolaget skall bedriva handel med varor och tjänster inom hem och fritid, förvalta och äga fast och lös egendom, förmedla fast och lös egendom och även idka därmed förenlig verksamhet.",1992-01-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556441-4349,Sand&Man AB,Sand&Man AB,70200,,70200; 79120; 96230,BÅLSTA,74633,SPOVVÄGEN 13,"Bolaget skall bedriva grossistverksamhet inom present, prydnads- och interiörartiklar, att ordna arrangemang av gruppresor, teologisk verksamhet, handel med hemelektronik och därmed förenlig verksamhet.",1992-01-13,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
