domain,company_name,orgnr,email,phone,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
,Glastjänst i Svedala Aktiebolag,556155-1978,,,,,,,,
,Andrea Spinnars AB,556116-2362,,,,,,,,
,Falköpings Elektriska Aktiebolag,556052-4729,,,,,,,,
,Idéko & Company Aktiebolag,556065-0177,,,,,,,,
,Takayama Aktiebolag,556046-6350,,,,,,,,
,Bröderna Brandt Bilaktiebolag,556064-4592,,,,,,,,
,Ytterby Maskintjänst Aktiebolag,556046-5030,,,,,,,,
,Svensk Räddningstjänst Aktiebolag,556057-7495,,,,,,,,
,Sjölunds Redovisning i Immestad AB,556204-4965,,,,,,,,
,Trädgårdsstadens El och Fastighetsservice AB,556193-6302,,,,,,,,
,Aktiebolaget Telva,556209-2535,,,,,,,,
,Kågeröds El Aktiebolag,556208-2486,,,,,,,,
,Laxarby Transport Aktiebolag,556208-4391,,,,,,,,
,Alulux CCT Aktiebolag,556198-1944,,,,,,,,
,Karlbom Gruppen AB,556214-8410,,,,,,,,
,Ulf Lindéns Förvaltnings Aktiebolag,556222-6364,,,,,,,,
,Forserums Rör Aktiebolag,556222-9095,,,,,,,,
,Norrtälje Schakt Aktiebolag,556231-6793,,,,,,,,
,Formia Utveckling Aktiebolag,556198-5812,,,,,,,,
,Runstjärnan AB,556222-9970,,,,,,,,
,Aktiebolaget Lilla Rätö Gård,556223-0069,,,,,,,,
,Gothia Risk Management Aktiebolag,556225-5868,,,,,,,,
,Groth Redovisning AB,556201-6153,,,,,,,,
,Quadro Entreprenad Aktiebolag,556181-6678,,,,,,,,
,Aktiebolaget PRESUM,556209-6304,,,,,,,,
,Lars Lundström Rörsvets AB,556209-6627,,,,,,,,
,Account on us AB,556213-3388,,,,,,,,
,Aktiebolaget Modus,556216-1108,,,,,,,,
,Kanata Holding AB,556198-2272,,,,,,,,
,A P H Elektriska Aktiebolag,556230-1597,,,,,,,,
,Debet & Kredit i Malmö AB,556209-2329,,,,,,,,
,Skov o Son Aktiebolag,556203-6755,,,,,,,,
,Konsult HÅA AB,556200-2419,,,,,,,,
,Bigero Mockfjärd Aktiebolag,556192-4415,,,,,,,,
,Lindbergs Måleri i Lomma Aktiebolag,556198-8899,,,,,,,,
,Nynäs Tak Aktiebolag,556225-0646,,,,,,,,
,Stacken Aktiebolag,556229-2366,,,,,,,,
,När Bygg Aktiebolag,556219-6666,,,,,,,,
,StaketLarm Sverige AB,556214-2819,,,,,,,,
,Ventilation Entreprenad Aktiebolag V E A B,556210-7390,,,,,,,,
,Profekt AB,556212-2514,,,,,,,,
,VM-Produkter i Västerås AB,556160-3779,,,,,,,,
,Trigram Aktiebolag,556205-6720,,,,,,,,
,Fyrkantens Last och Transport Aktiebolag,556218-5164,,,,,,,,
,Termino C 15256 AB,556212-9394,,,,,,,,
,Scandinavian Project & Trading AB,556211-1939,,,,,,,,
,Elektra Elteknik i Göteborg Aktiebolag,556213-8775,,,,,,,,
,Norr Måleri Aktiebolag,556204-9170,,,,,,,,
,Järntorget Bostad AB,556214-4716,,,,,,,,
,EGM Maskin AB,556221-4758,,,,,,,,
,AW Elteam Aktiebolag,556217-3921,,,,,,,,
,Nyåkers Trafik Bygg och Förvaltning Aktiebolag,556213-9120,,,,,,,,
,Amcoff Aktiebolag,556216-0365,,,,,,,,
,Karlskrona Markanläggningar Aktiebolag,556223-6728,,,,,,,,
,JCEL & Konsult AB,556208-2379,,,,,,,,
,Blibros Invest AB,556226-2013,,,,,,,,
,Rinaldo & Ericsson Värme & Sanitet Aktiebolag,556186-1260,,,,,,,,
,GB Framåt Transport Aktiebolag,556215-4442,,,,,,,,
,MITEK Consulting & Trading Aktiebolag,556226-5289,,,,,,,,
,Hamrefors Management AB,556217-0430,,,,,,,,
,Kjebo Aktiebolag,556235-3366,,,,,,,,
,Bogesund Redovisning AB,556216-0498,,,,,,,,
,La Vida Locash AB,556228-6509,,,,,,,,
,Rydlers Bygg Aktiebolag,556220-4106,,,,,,,,
,BDO Norr AB,556226-1007,,,,,,,,
,Aktiebolaget Vårgårda Betongtjänst,556203-1376,,,,,,,,
,Christer Jentzen Butikssupport AB,556195-2473,,,,,,,,
,Enström & Grönberg Fastigheter AB,556198-3940,,,,,,,,
,VVS-Tjänst i Sölvesborg Aktiebolag,556209-4143,,,,,,,,
,Ahlkvist & Joakim Montage AB,556230-4559,,,,,,,,
,Konsult Concept Vallentuna AB,556222-2397,,,,,,,,
,Bröderna Bengtssons Rör Aktiebolag,556223-8526,,,,,,,,
,Puts- och Plattsättningsaktiebolaget,556181-4848,,,,,,,,
,Edlings Åkeri Aktiebolag,556187-5120,,,,,,,,
,Rintec Consulting Aktiebolag,556221-0210,,,,,,,,
,RVK konsulter AB,556225-1362,,,,,,,,
,Rätt Stuk Aktiebolag,556214-2785,,,,,,,,
,OTE Revision i Dalarna AB,556212-9113,,,,,,,,
,Ergoma Aktiebolag,556197-3834,,,,,,,,
,R.O-Konsult Aktiebolag,556167-2014,,,,,,,,
,V. A. T. Partner Sverige Aktiebolag,556201-1626,,,,,,,,
,SN Fastigheter Öland AB,556230-2124,,,,,,,,
,Zarez i Mora Aktiebolag,556196-5772,,,,,,,,
,B.A.T. Tekn.dr. B-A Torstensson Aktiebolag,556197-2687,,,,,,,,
,Danab Thermotransport AB,556223-2214,,,,,,,,
,Peters berg- och marktjänst AB,556217-5678,,,,,,,,
,Willhem Borås AB,556210-1427,,,,,,,,
,B.I.K. Konsultgrupp Aktiebolag,556232-7519,,,,,,,,
,Eric Sundwalls Bygg Aktiebolag,556223-7411,,,,,,,,
,Hans Åsberg Grafiska Aktiebolag,556225-2717,,,,,,,,
,Skagen Konsult AB,556206-4278,,,,,,,,
,Lisa Kollberg AB,556212-2902,,,,,,,,
,Kallebäcks Transport Aktiebolag,556223-8427,,,,,,,,
,Novi-Express Aktiebolag,556207-8120,,,,,,,,
,Sveriges Hamnars Service AB,556203-6870,,,,,,,,
,Landeskogs Fastighets AB,556227-0388,,,,,,,,
,Fryksdalen bostäder AB,556235-7912,,,,,,,,
,Scandinavia E.B.O. Teledata Aktiebolag,556216-5422,,,,,,,,
,Nybergs Entreprenad Aktiebolag,556222-1845,,,,,,,,
,Elektrokyl i Roslagen Aktiebolag,556216-8053,,,,,,,,
,Förvaltnings Aktiebolaget Sleipner,556220-4114,,,,,,,,
,Ellos Group Sweden AB,556217-1925,,,,,,,,
,Byråassistans Stockholm Aktiebolag,556230-5556,,,,,,,,
,Skogs- och Affärsjuridiska Byrån i Falun Aktiebolag,556212-0757,,,,,,,,
,Gävle Byggstatistik Aktiebolag,556223-4053,,,,,,,,
,Paul Danielson Åkeri Aktiebolag,556187-6524,,,,,,,,
,Aktiebolaget Närmiljö Holm & Co,556201-2756,,,,,,,,
,Åkeri Aktiebolaget Kjell och Aste Larsson,556201-4109,,,,,,,,
,Sydsvenska Elanläggningar SSE Aktiebolag,556199-1349,,,,,,,,
,Facturera Sverige AB,556213-4485,,,,,,,,
,Bredbyns Schakt Bröderna Lundgren Aktiebolag,556203-0741,,,,,,,,
,Jönköpings Snickeri-Center Aktiebolag,556219-7854,,,,,,,,
,Famino AB,556227-5544,,,,,,,,
,Lönn & Pettersson Åkeri Aktiebolag,556214-9970,,,,,,,,
,Log Consulting Aktiebolag,556206-2074,,,,,,,,
,Verni Förvaltnings AB,556207-5555,,,,,,,,
,Vindemia Aktiebolag,556230-2223,,,,,,,,
,Ceders Byggnads Aktiebolag,556185-6484,,,,,,,,
,Bring Intermodal AB,556225-5223,,,,,,,,
,Leif Cannier AB,556224-0696,,,,,,,,
,Elving Ekonomi AB,556241-5223,,,,,,,,
,A.I.A. Accede Aktiebolag,556223-9417,,,,,,,,
,Tjällmo Byggservice Aktiebolag,556220-6135,,,,,,,,
,Uniclass Team Aktiebolag,556220-9295,,,,,,,,
,Jonas Fors AB,556221-6258,,,,,,,,
,B & S Olsson Byggnads Aktiebolag,556202-1187,,,,,,,,
,Engström & Nilsson AB,556236-0726,,,,,,,,
,R.T. Plåt Aktiebolag,556217-0778,,,,,,,,
,Markplanering i Varberg Aktiebolag,556229-5724,,,,,,,,
,CC Mark i Väst AB,556208-2288,,,,,,,,
,Hargs Taxi Aktiebolag,556217-8185,,,,,,,,
,Alvruds El och Motor Aktiebolag,556168-0827,,,,,,,,
,Gnesta Matmarknad Aktiebolag,556204-1797,,,,,,,,
,Sennans Buss Aktiebolag,556190-7121,,,,,,,,
,Nässjö Bil & Byggnadsglas Aktiebolag,556195-0667,,,,,,,,
,KJB Tommy Lindgren AB,556197-3479,,,,,,,,
,Ystads Bokföringsbyrå Aktiebolag,556211-1707,,,,,,,,
,Roslagsbuss & Fastigheter Aktiebolag,556203-7217,,,,,,,,
,Spaljegången Aktiebolag,556200-6576,,,,,,,,
,Trustbrand Global SWEDEN AB,556212-3934,,,,,,,,
,Systematisk PA (SKN) Aktiebolag,556213-3768,,,,,,,,
,Backahill Förvaltning AB,556216-9077,,,,,,,,
,Popos Consulting AB,556217-2659,,,,,,,,
,Såg- och Betongborrning i Huskvarna Aktiebolag,556229-2796,,,,,,,,
,Berg Industries Aktiebolag,556198-1019,,,,,,,,
,C.T. Trading Aktiebolag,556201-8993,,,,,,,,
,Bolagsstiftarna AB,556218-7301,,,,,,,,
,TEROC Aktiebolag,556205-1275,,,,,,,,
,Tanken A & O Aktiebolag,556211-6664,,,,,,,,
,Arne Nilsson Fönsterrenoveringar AB,556209-7849,,,,,,,,
,Georg Gustavssons Åkeri Aktiebolag,556224-8566,,,,,,,,
,Ventilationsteknik i Kungsbacka AB,556229-6136,,,,,,,,
,Lars Koverberg Consulting Aktiebolag,556214-2447,,,,,,,,
,E&M Holding AB,556226-2336,,,,,,,,
,Götene Glasmästeri AB,556209-8607,,,,,,,,
,Östgöta Lantbruksekonomi Aktiebolag,556224-0282,,,,,,,,
,RB-konsult i Gävle Aktiebolag,556241-6411,,,,,,,,
,Bo Berggren Invest Aktiebolag,556235-2640,,,,,,,,
,Leif-Åkes Buss Aktiebolag,556219-8845,,,,,,,,
,Actemium Engineering AB,556227-1931,,,,,,,,
,Pingomat i Växjö AB,556189-3321,,,,,,,,
,Skånehantverks Snickeri & Renoverings Aktiebolag,556238-4783,,,,,,,,
,Radlert Ekonomi & Redovisning Aktiebolag,556218-2997,,,,,,,,
,Licke Bygg Aktiebolag,556224-8095,,,,,,,,
,Carett AB,556208-4334,,,,,,,,
,Ekonomigruppen SRR AB,556214-3155,,,,,,,,
,Advokatbyrån Inger Rönnbäck AB,556187-3018,,,,,,,,
,Pelagia Management AB,556214-8279,,,,,,,,
,SP Gustavssons Bygg & Inredning AB,556190-6537,,,,,,,,
,Arvika Redovisning AB,556199-5720,,,,,,,,
,Snörike förvaltning AB,556231-1059,,,,,,,,
,Redovisningstjänst i Grillby Aktiebolag,556231-1588,,,,,,,,
,Östergrens Entreprenad Aktiebolag,556213-2372,,,,,,,,
,Ambjörby Elektriska Aktiebolag,556221-4378,,,,,,,,
,Åke Nilsson Affärsplanering i Sollentuna Aktiebolag,556188-9790,,,,,,,,
,Kornelinds Elektriska AB,556198-3122,,,,,,,,
,Hirvonen & Co. Aktiebolag,556208-5760,,,,,,,,
,Solna Plattsättning Aktiebolag,556217-3145,,,,,,,,
,Uppländska Bergborrnings Aktiebolaget,556213-1556,,,,,,,,
,Vänersborgs Stadsbudsbyrå AB,556213-9666,,,,,,,,
,Forshaga Rör Bröderna Frödin Aktiebolag,556215-0754,,,,,,,,
,Hulta Jotorp Bemanning AB,556214-1803,,,,,,,,
,Advokatfirman Dennis E. Harding AB,556199-6512,,,,,,,,
,BRAE Br. Aronsson & Co Entreprenad Aktiebolag,556201-3648,,,,,,,,
,Sjölin & Åkergren El Aktiebolag,556208-0993,,,,,,,,
,Svensk Ekonomi-Tjänst i Malmö Aktiebolag,556223-1893,,,,,,,,
,MaST Jonryd AB,556220-7125,,,,,,,,
,Vänerkonsult Westberg AB,556197-6571,,,,,,,,
,Brunnsbo Redovisningsbyrå Aktiebolag,556217-1909,,,,,,,,
,Göthbergs El Aktiebolag,556221-1366,,,,,,,,
,Winkvist Isolering & Plåt AB,556208-3690,,,,,,,,
,Hunnestad Bygg Aktiebolag,556207-8468,,,,,,,,
,Råd & Dåd Marknadsföring Aktiebolag,556223-5787,,,,,,,,
,H.D:s Byggnadsplåtslageri Aktiebolag,556230-4336,,,,,,,,
,Getudden Aktiebolag,556220-1995,,,,,,,,
,Romelin Konsult Aktiebolag,556227-3507,,,,,,,,
,Markbyrån i Åtvidaberg Aktiebolag,556222-9178,,,,,,,,
,Tage Backman AB,556227-8472,,,,,,,,
,Byggnadsbolaget Curt Lundahl & Co Aktiebolag,556214-1498,,,,,,,,
,Halmstads Industriteknik Aktiebolag,556218-3730,,,,,,,,
,Teamator Aktiebolag,556226-7160,,,,,,,,
,Robotkonsult Aktiebolag,556231-9771,,,,,,,,
,Millenniumstugan Aktiebolag,556204-4676,,,,,,,,
,Sven Bergs Åkeri Aktiebolag,556188-0625,,,,,,,,
,Börje Stenman Bygg & Reparations Aktiebolag,556179-3034,,,,,,,,
,Bröderna Sparv Åkeri Aktiebolag,556211-8967,,,,,,,,
,Calvestor Bygg & Förvaltning AB,556199-2982,,,,,,,,
,Örby Taxi Aktiebolag,556209-4176,,,,,,,,
,Triangeln Förvaltnings Aktiebolag,556221-4915,,,,,,,,
,Thorstenssons Schakt och Åkeri Aktiebolag,556205-3305,,,,,,,,
,K-Å Bromans El Aktiebolag,556217-4762,,,,,,,,
,Mariestads Bygg & Fastighetsservice Aktiebolag,556218-2039,,,,,,,,
,Leif Norbergs Åkeri Aktiebolag,556174-3195,,,,,,,,
,Innalarör Aktiebolag,556207-1174,,,,,,,,
,Baker Tilly EMK Redovisning AB,556217-0653,,,,,,,,
,Förvaltningsandan AB,556201-7698,,,,,,,,
,Fraktkonsult Expressbud i Västervik Aktiebolag,556218-1866,,,,,,,,
,Climat 80 Aktiebolag,556224-0662,,,,,,,,
,WIKAB Transport Aktiebolag,556223-4517,,,,,,,,
,Byggspecialisterna i Gävle Aktiebolag,556230-0862,,,,,,,,
,Visby Contact Aktiebolag,556224-9960,,,,,,,,
,IDA Aktiebolag,556223-5688,,,,,,,,
,B A Borg Försäljnings Aktiebolag,556214-3445,,,,,,,,
,P.E. Lundgren Åkeri Aktiebolag,556209-9084,,,,,,,,
,KF Studio AB,556236-4017,,,,,,,,
,Elektrodrift i Kristianstad AB,556211-9452,,,,,,,,
,Leanders Golv Aktiebolag,556222-8550,,,,,,,,
,Rovenco Aktiebolag,556222-3874,,,,,,,,
,Legio Advokatfirma af 2 AB,556243-9546,,,,,,,,
,Industriisolering i Malmö Aktiebolag,556215-1976,,,,,,,,
,Peter Plantan AB,556204-4031,,,,,,,,
,Gimson Engineering AB,556203-5047,,,,,,,,
,MedAct AB,556222-8352,,,,,,,,
,ENÅ-Gruppen Aktiebolag,556182-2379,,,,,,,,
,Bergsängs Rör Aktiebolag,556179-3067,,,,,,,,
,Aktiebolaget El-Tjänst i Vänersborg,556196-7281,,,,,,,,
,Viti Solutions Aktiebolag,556207-0093,,,,,,,,
,Visit Värmland AB,556206-4641,,,,,,,,
,Fastighets Aktiebolaget Tribus,556211-0808,,,,,,,,
,Norr-El i Täby Installationsaktiebolag,556215-2388,,,,,,,,
,Incoord InstallationsCoordinator Aktiebolag,556227-5809,,,,,,,,
,Kent Andersson Redovisning Aktiebolag,556215-9763,,,,,,,,
,Pneuma Teknik Danielsson & Virta Aktiebolag,556212-4478,,,,,,,,
,Piana Advisory Services AB,556211-2507,,,,,,,,
,TU Teleutveckling Aktiebolag,556157-9300,,,,,,,,
,Pearl Consult Aktiebolag,556194-8281,,,,,,,,
,Göran Svensson Transport Aktiebolag,556215-9672,,,,,,,,
,Hedama Konsult AB,556205-1481,,,,,,,,
,Aktiebolaget Bjästa Intertrading,556229-1863,,,,,,,,
,EKTA Partners AB,556208-5729,,,,,,,,
,Byggnadsfirma Kurt Lennart Eriksson i Nyköping Aktiebolag,556241-0828,,,,,,,,
,Morgan Bergström Bygg & Transport AB,556217-9068,,,,,,,,
,Korsudden VVS AB,556211-9999,,,,,,,,
,Asfalt & Markarbeten i Mora Aktiebolag,556224-6362,,,,,,,,
,Lift & Måleri i Borås AB,556215-0309,,,,,,,,
,Sven Olssons Åkeri Aktiebolag,556200-3276,,,,,,,,
,Lyckåkers Schakt Aktiebolag,556201-3390,,,,,,,,
,Staffanstorps Åkeri AB,556227-2145,,,,,,,,
,P.O.R. Microtrans Aktiebolag,556201-5445,,,,,,,,
,Sambex Innovation Aktiebolag,556230-6893,,,,,,,,
,ELAN EL & VVS AB,556236-2631,,,,,,,,
,Formgummigruppen Invest AB,556211-8462,,,,,,,,
,TGG förvaltning AB,556210-9016,,,,,,,,
,Roland Liljegren Konsultbyrå Aktiebolag,556228-5782,,,,,,,,
,Leif Johansson Måleri Aktiebolag,556236-6004,,,,,,,,
,Djurstagården Aktiebolag,556226-8135,,,,,,,,
,Handens Villa-Asfalt Aktiebolag,556184-0587,,,,,,,,
,Ellem Säkerhetskultur AB,556212-3322,,,,,,,,
,PEED Medical Consult AB,556217-9951,,,,,,,,
,Samarbetande Konsulter i Lidingö Aktiebolag,556194-4926,,,,,,,,
,JCSH Service Aktiebolag,556196-4486,,,,,,,,
,Juristfirman Hans Egstedt Aktiebolag,556204-7166,,,,,,,,
,Hektor Project Promotion Aktiebolag,556203-5856,,,,,,,,
,Yumberry AB,556221-5615,,,,,,,,
,Fastighets AB Sjögränd,556223-4541,,,,,,,,
,Kaldeneckers Åkeri Aktiebolag,556200-2559,,,,,,,,
,J.B. Elmontage Aktiebolag,556202-2193,,,,,,,,
,Hyttstens Åkeri i Järpen Aktiebolag,556195-8371,,,,,,,,
,ATK Arbetsliv AB,556198-6208,,,,,,,,
,Göteborgs Betongborrning Aktiebolag,556191-7328,,,,,,,,
,Hults Åkeri och Vägmaskiner Aktiebolag,556206-5002,,,,,,,,
,M.C.M. Trading Aktiebolag,556208-9259,,,,,,,,
,A.N. Nikkinen Konsult Aktiebolag,556225-6692,,,,,,,,
,Jan Sandström Revisionsbyrå Aktiebolag,556211-1335,,,,,,,,
,R.L.I. Byggdata Aktiebolag,556164-0771,,,,,,,,
,Kyrkviken Förvaltnings Aktiebolag,556199-1455,,,,,,,,
,inmedit AB,556214-1993,,,,,,,,
,Ernst Perssons Åkeri Aktiebolag,556174-7709,,,,,,,,
,Tabergs Bygg Aktiebolag,556174-8947,,,,,,,,
,Jan-Ove Larsson i Gnosjö Aktiebolag,556212-0401,,,,,,,,
,Brunna Måleri AB,556230-7578,,,,,,,,
,Vattentornshuset Aktiebolag,556223-2727,,,,,,,,
,Qamtar AB,556209-7005,,,,,,,,
,Aktiebolaget Kvasten,556229-2994,,,,,,,,
,Jakob Lundgren Transport Aktiebolag,556206-9632,,,,,,,,
,Undertak i Bollebygd AB,556230-6927,,,,,,,,
,Lemix Aktiebolag,556223-2321,,,,,,,,
,Plåtentusiasterna i Haninge AB,556228-0734,,,,,,,,
,TJ's Måleri & Golv Aktiebolag,556179-5526,,,,,,,,
,Sundquist & Egevall Consulting AB,556221-3784,,,,,,,,
,Tee International Aktiebolag,556222-8873,,,,,,,,
,Tom Nilssons Villabyggen Aktiebolag,556205-3040,,,,,,,,
,Ekerå Byggkonsult Aktiebolag,556227-1287,,,,,,,,
,Tolstoy & Partners AB,556207-4004,,,,,,,,
,Thomas Johanson Advokatbyrå AB,556235-8233,,,,,,,,
,"Rodin & Co, Stockholm Aktiebolag",556226-0215,,,,,,,,
,Stenungsunds Åkeri & Gräv Aktiebolag,556224-7022,,,,,,,,
,Ola Ek AB,556234-3052,,,,,,,,
,Plåtson i Oskarshamn Aktiebolag,556213-8478,,,,,,,,
,B.O.R. All-bygg Aktiebolag,556207-1422,,,,,,,,
,Aktiebolaget Egilprång,556219-2210,,,,,,,,
,Borås Industrirör Aktiebolag,556209-6064,,,,,,,,
,Carrier Refrigeration Sweden AB,556226-2419,,,,,,,,
,Engléns rör Aktiebolag,556208-1462,,,,,,,,
,Jan Borglund Byggkonsult Aktiebolag,556214-6067,,,,,,,,
,Kockumation AB,556199-9003,,,,,,,,
,Maskin & Montage Mech AB,556218-0546,,,,,,,,
,Levene Rör Aktiebolag,556209-9019,,,,,,,,
,Yngve Nyberg Entreprenad Aktiebolag,556216-6479,,,,,,,,
,Ratio Konsult AB,556227-4695,,,,,,,,
,Bäcklunds Värme & Sanitet Aktiebolag,556224-1165,,,,,,,,
,BL-INTERIÖR Aktiebolag,556237-4826,,,,,,,,
,Andréasons El Aktiebolag,556220-3488,,,,,,,,
,Simons Mek & Entreprenad AB,556226-3359,,,,,,,,
,Medicator Aktiebolag,556227-5445,,,,,,,,
,Exergetics Energisystemteknik Aktiebolag,556204-3306,,,,,,,,
,Mersmak Aktiebolag,556218-8051,,,,,,,,
,Coulant Fastighets AB,556230-7685,,,,,,,,
,K.G. Fredriksson Målerifirma Aktiebolag,556205-5250,,,,,,,,
,BeckLunds Redovisning AB,556209-7757,,,,,,,,
,Simpnäs Elbyrå Aktiebolag,556212-7851,,,,,,,,
,Aktiebolag Lahälls Rör R. Hed,556215-8641,,,,,,,,
,Lindéngruppen Aktiebolag,556205-4956,,,,,,,,
,Bridea Aktiebolag,556236-1518,,,,,,,,
,Per E. Persson Transport Aktiebolag,556183-6106,,,,,,,,
,Roy Johnsson Linnéstaden Bygg & Service Aktiebolag,556197-8791,,,,,,,,
,AB Kaffemannen,556183-0000,,,,,,,,
,Datafamiljen Aktiebolag,556224-5067,,,,,,,,
,Nansens Måleri AB,556205-8643,,,,,,,,
,Fridströms Måleri Aktiebolag,556214-8923,,,,,,,,
,Svedab i Sveg Aktiebolag,556217-8391,,,,,,,,
,Scandinavian Artwood Aktiebolag,556212-4817,,,,,,,,
,Tollstern Advokatbyrå AB,556214-7677,,,,,,,,
,Allt i Murning i Karlshamn Aktiebolag,556192-4985,,,,,,,,
,Aktiebolaget Kontil,556206-5812,,,,,,,,
,Winthers Redovisning Aktiebolag,556216-1975,,,,,,,,
,Byggnads Aktiebolaget M. Peltonen,556228-3753,,,,,,,,
,Kempross Aktiebolag,556221-2901,,,,,,,,
,Dennis Niklasson Byggnads AB,556185-9660,,,,,,,,
,Kjell Anderson Contracting AB,556224-1199,,,,,,,,
,Wenarja AB,556229-8421,,,,,,,,
,P. Löfgren Konsult Aktiebolag,556212-5798,,,,,,,,
,Mikropausen i Sverige AB,556229-6813,,,,,,,,
,VVS - Energiplanering i Malmö Aktiebolag,556224-5505,,,,,,,,
,Hallstahammars Plåt o Vent AB,556229-6441,,,,,,,,
,IRG Rörinspektion AB,556212-9345,,,,,,,,
,OMNIA Utvecklingskonsulter Aktiebolag,556226-0900,,,,,,,,
,L. Magnussons Måleri i Hjo Aktiebolag,556221-8122,,,,,,,,
,Rune Åkare Aktiebolag,556205-6126,,,,,,,,
,Santrac Aktiebolag,556208-8517,,,,,,,,
,Pema Kommunikationer Aktiebolag,556184-8986,,,,,,,,
,Revod Sweden AB,556218-4845,,,,,,,,
,Advanced Research Sweden AB,556196-8305,,,,,,,,
,Abramssons Buss Aktiebolag,556196-9006,,,,,,,,
,SydSlatten Kapital & Konton AB,556207-9482,,,,,,,,
,El & PC-Installationer i Örebro Aktiebolag,556196-2308,,,,,,,,
,Ekefors Åkeri Aktiebolag,556190-3492,,,,,,,,
,Golvimporten Entreprenad Aktiebolag,556201-4406,,,,,,,,
,Metso Sweden AB,556216-5653,,,,,,,,
,Jan Lemos Finance AB,556197-8007,,,,,,,,
,Balltorps Tanktransport AB,556219-4935,,,,,,,,
,Golv-Mäster i Anderstorp Aktiebolag,556210-4264,,,,,,,,
,Apladalens Byggservice Aktiebolag,556208-6990,,,,,,,,
,Anders Hofstedt Aktiebolag,556214-9632,,,,,,,,
,Mats Kilander Ekonomi AB,556219-0131,,,,,,,,
,A-Nikprodukter Aktiebolag,556204-3835,,,,,,,,
,Aktiebolaget Plantaget,556220-3363,,,,,,,,
,Jet luft i Jönköping Aktiebolag,556231-3055,,,,,,,,
,NALO Aktiebolag,556225-2055,,,,,,,,
,T.G:s El i Finspång Aktiebolag,556222-6083,,,,,,,,
,Mälaradvokaterna AB,556225-9340,,,,,,,,
,Budpartner Örebro AB,556213-5714,,,,,,,,
,PDJ Jonsson entreprenad i Kramfors AB,556213-7462,,,,,,,,
,Finstad Gräv Aktiebolag,556227-2160,,,,,,,,
,Bröderna Rosells Plåtslageri Aktiebolag,556215-2990,,,,,,,,
,Marcus Hansson Entreprenad AB,556216-1801,,,,,,,,
,H.E. Humankonsult Aktiebolag,556228-1096,,,,,,,,
,Special Partner i Malmö AB,556217-1503,,,,,,,,
,Jim Forsberg Argo Arkitekter AB,556223-9094,,,,,,,,
,Rör Bengt Aktiebolag,556232-1546,,,,,,,,
,Bylinen Stockholm AB,556231-1273,,,,,,,,
,Porjus Åkeri Aktiebolag,556226-5917,,,,,,,,
,Yris Åkeri AB,556222-8568,,,,,,,,
,Cevili AB,556232-5562,,,,,,,,
,Advokatfirman Lindborg AB,556184-9265,,,,,,,,
,Munkahage Fastighets AB,556189-0053,,,,,,,,
,Hillerstorps Schakt Aktiebolag,556197-2968,,,,,,,,
,SwedHalz AB,556228-3183,,,,,,,,
,Marianne Malmgård Konsult Aktiebolag,556233-6742,,,,,,,,
,Wellco Welding AB,556210-9917,,,,,,,,
,Vätö Mark & Bygg Aktiebolag,556233-6882,,,,,,,,
,Safe Solutions i Sverige AB,556222-0458,,,,,,,,
,Mats Sjölander Maskin & Åkeri AB,556180-6018,,,,,,,,
,Ljudcenter i Halmstad Aktiebolag,556208-2601,,,,,,,,
,Bygghjälp i Borås Aktiebolag,556212-5145,,,,,,,,
,Kjellstorps Entreprenad Aktiebolag,556199-7874,,,,,,,,
,Förvaltningsaktiebolaget Elefanten,556197-1945,,,,,,,,
,Hedin Construction AB,556202-1237,,,,,,,,
,Särö Villabyggen Aktiebolag,556204-7190,,,,,,,,
,SPOI AB,556212-4486,,,,,,,,
,Aula Utveckling AB,556211-5054,,,,,,,,
,Gösta Kilgren Arkitektkontor Aktiebolag,556212-5756,,,,,,,,
,Göransson & Berndtsson Elektriska Aktiebolag,556212-0922,,,,,,,,
,Adviser Partner Europe AB,556219-8944,,,,,,,,
,Skånestaden Ekonomi Aktiebolag,556218-8408,,,,,,,,
,Aktiebolaget Bleckskär,556226-4977,,,,,,,,
,Vallåkra VVS-Aktiebolag,556225-2352,,,,,,,,
,Handor Aktiebolag,556224-3641,,,,,,,,
,Tranark Aktiebolag,556227-2228,,,,,,,,
,R.P. Reversal Service Aktiebolag,556224-5208,,,,,,,,
,Olof Bergs Trafik Aktiebolag,556222-3304,,,,,,,,
,Arvika Transport Aktiebolag,556218-5735,,,,,,,,
,Ingmar Miltons Bygg och Fastighets Aktiebolag,556190-5513,,,,,,,,
,Processkontroll PID AB,556226-7582,,,,,,,,
,Backwater Investment Group AB,556229-5815,,,,,,,,
,Pre-Teck AB,556229-8041,,,,,,,,
,Offhand Global AB,556229-0592,,,,,,,,
,Elektro Part i Göteborg Aktiebolag,556202-6798,,,,,,,,
,Stenbockens Kapitalservice Aktiebolag,556180-2405,,,,,,,,
,Forsberg:s Företags tjänst AB,556185-3879,,,,,,,,
,Risbergs VVS-Service Aktiebolag,556222-4286,,,,,,,,
,Bertil Karlsson Åkeri Aktiebolag,556169-8183,,,,,,,,
,Johanssons Byggplåt i Malmö AB,556191-9852,,,,,,,,
,Jan-Åke Bergh & Co Aktiebolag,556202-2854,,,,,,,,
,Beon Söderäng AB,556206-9129,,,,,,,,
,Jan Bokdals Trädgårdsanläggningar Aktiebolag,556229-5344,,,,,,,,
