orgnr,target_url,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,allabolag_url,target_url_source,target_url_confidence,resolve_debug,email,phone,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug,county,municipality,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,webshop_platform,product_count_estimate,seo_pages_sampled,seo_avg_title_len,seo_avg_desc_len,seo_missing_meta_desc_pct,seo_missing_h1_pct,seo_duplicate_title_pct,seo_avg_alt_coverage_pct,seo_avg_product_desc_words,seo_jsonld_product_pct,seo_gap_score,uses_clerk_io,clerk_io_evidence,lead_score,lead_reasons
559212-0652,http://www.cocodrip.se,SB Designs Sweden AB,SB Designs Sweden AB,47.2,Detaljhandel via internet eller postorder med brett sortiment,Detaljhandel via internet eller postorder med brett sortiment; Detaljhandel med bröd och konditorivaror,Oxie,238 37,Sofiedalsvägen 10,,,ACTIVE,,,https://www.allabolag.se/foretag/sb-designs-sweden-ab/malmo/-/5592120652,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/cocodrip/malm%C3%B6/lryeflmrs | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Skåne,Malmö,4998000,2024,in_band,true,4,,,,,,,,,,,,,,,,
556801-1026,https://pantzars-klippan.se,AB Pantzars Ljud & Bild i Klippan,AB Pantzars Ljud & Bild i Klippan,47.4,Detaljhandel med ljud- och bildanläggningar samt videoutrustning,Detaljhandel med ljud- och bildanläggningar samt videoutrustning,Klippan,264 36,Hembygdsgatan 2,,,ACTIVE,,,https://www.allabolag.se/foretag/ab-pantzars-ljud-och-bild-i-klippan/klippan/-/5568011026,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ab+pantzars+ljud+och+bild/klippan/igrsyyeja | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Skåne,Klippan,4997000,2025,in_band,true,2,,,,,,,,,,,,,,,,
559279-1015,https://angelholm.cylex.se,Ängelholms Autoshop AB,Ängelholms Autoshop AB,47.8,Detaljhandel med reservdelar och tillbehör till motorfordon,Detaljhandel med reservdelar och tillbehör till motorfordon,Ängelholm,262 71,Verkstadsgatan 10,,,ACTIVE,,,https://www.allabolag.se/foretag/angelholms-autoshop-ab/angelholm/-/5592791015,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:angelholm.cylex.se(score=12),,,,,,,,,,Skåne,Ängelholm,4996000,2025,in_band,true,2,,,,,,,,,,,,,,,,
556766-3322,http://www.tripus.se,Tripus ELMEK AB,Tripus ELMEK AB,46.5,Partihandel med elektronikkomponenter,Partihandel med elektronikkomponenter,Alingsås,441 15,Box 543,,,ACTIVE,,,https://www.allabolag.se/foretag/tripus-elmek-ab/alingsas/-/5567663322,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:tripus.se(score=14),,,,,,,,,,Västra Götaland,Alingsås,4995000,2025,in_band,true,2,,,,,,,,,,,,,,,,
556501-7778,https://stenbacksmattor.se,Stenbäcks Mattor Aktiebolag,Stenbäcks Mattor Aktiebolag,47.5,Detaljhandel med möbler,Detaljhandel med möbler,Växjö,352 36,Marketenterivägen 2,,,ACTIVE,,,https://www.allabolag.se/foretag/stenbacks-mattor-aktiebolag/vaxjo/-/5565017778,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:stenbacksmattor.se(score=22),,,,,,,,,,Kronoberg,Växjö,4993000,2025,in_band,true,3,,,,,,,,,,,,,,,,
556783-6233,http://www.aimsport.se/,aimSport Sweden AB,aimSport Sweden AB,47.6 | 46.4,Partihandel med sport- och fritidsartiklar,Partihandel med sport- och fritidsartiklar; Detaljhandel via internet eller postorder med sport- och fritidsartiklar; Annan sportverksamhet,Värnamo,331 52,Hantverkargatan 21,,,ACTIVE,,,https://www.allabolag.se/foretag/aimsport-sweden-ab/varnamo/-/5567836233,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/aimsport-sweden-ab/v%C3%A4rnamo/lloveeecm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Jönköping,Värnamo,4993000,2024,in_band,true,2,,,,,,,,,,,,,,,,
559134-0574,https://figuradocigarcompany.com,Figurado AB,Figurado AB,47.2,Detaljhandel med tobaksvaror,Detaljhandel med tobaksvaror; Detaljhandel med konfektyrer,Stockholm,113 40,Rörstrandsgatan 18,,,ACTIVE,,,https://www.allabolag.se/foretag/figurado-ab/stockholm/-/5591340574,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:figuradocigarcompany.com(score=20),,,,,,,,,,Stockholm,Stockholm,4992000,2025,in_band,true,1,,,,,,,,,,,,,,,,
559228-7824,https://www.textilhuset.se,Textilhuset Zeer AB,Textilhuset Zeer AB,47.5,Detaljhandel med inredningstextilier,Detaljhandel med inredningstextilier,Nässjö,571 31,Rådhusgatan 25,,,ACTIVE,,,https://www.allabolag.se/foretag/textilhuset-zeer-ab/nassjo/-/5592287824,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:textilhuset.se(score=14),,,,,,,,,,Jönköping,Nässjö,4991000,2025,in_band,true,3,,,,,,,,,,,,,,,,
556492-6433,https://www.motorcityab.se,Motorcity Sydsvenska Aktiebolag,Motorcity Sydsvenska Aktiebolag,47.8,Detaljhandel med personbilar och lätta motorfordon,Detaljhandel med personbilar och lätta motorfordon; Uthyrning och förvaltning av egna eller arrenderade industrilokaler,Svedala,233 21,Box 34,,,ACTIVE,,,https://www.allabolag.se/foretag/motorcity-sydsvenska-aktiebolag/svedala/-/5564926433,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:motorcityab.se(score=14),,,,,,,,,,Skåne,Svedala,4990000,2024,in_band,true,0,,,,,,,,,,,,,,,,
559387-8126,https://appelfabriken.se,Äppelfabrikens musteri i Viksund AB,Äppelfabrikens musteri i Viksund AB,47.2,Detaljhandel med frukt och grönsaker,Detaljhandel med frukt och grönsaker,Bromma,167 64,Sandstensvägen 16,,,ACTIVE,,,https://www.allabolag.se/foretag/appelfabrikens-musteri-i-viksund-ab/stockholm/-/5593878126,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:appelfabriken.se(score=14),,,,,,,,,,Stockholm,Stockholm,4989000,2025,in_band,true,1-4,,,,,,,,,,,,,,,,
556896-1550,http://www.greenrabbit.se,Mathias Dahlgren Innovations AB,Mathias Dahlgren Innovations AB,47.2,Konsultverksamhet avseende företags organisation,Konsultverksamhet avseende företags organisation; Detaljhandel med bröd och konditorivaror; Restaurangverksamhet,Stockholm,103 27,"c/o Grand Hôtel, Box 16424",,,ACTIVE,,,https://www.allabolag.se/foretag/mathias-dahlgren-innovations-ab/stockholm/-/5568961550,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/green+rabbit/stockholm/flqrubilc | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Stockholm,Stockholm,4988000,2024,in_band,true,5,,,,,,,,,,,,,,,,
556927-6263,http://www.delikatessboden.se/,Delikatessboden i Huddinge AB,Delikatessboden i Huddinge AB,47.2,Detaljhandel med andra livsmedel utom hälsokost,Detaljhandel med andra livsmedel utom hälsokost; Restaurangverksamhet,Huddinge,141 47,Sjödalstorget 5,,,ACTIVE,,,https://www.allabolag.se/foretag/delikatessboden-i-huddinge-ab/huddinge/-/5569276263,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/delikatessboden+i+huddinge+ab/huddinge/lnnpuyehi | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Stockholm,Huddinge,4987000,2025,in_band,true,6,,,,,,,,,,,,,,,,
556451-8065,https://www.jbcoffeehouse.se,jbcoffeehouse AB,jbcoffeehouse AB,46.3,"Partihandel med kaffe, te, kakao och kryddor","Partihandel med kaffe, te, kakao och kryddor",Sollentuna,191 49,Hammarbacken 10,,,ACTIVE,,,https://www.allabolag.se/foretag/jbcoffeehouse-ab/sollentuna/-/5564518065,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:jbcoffeehouse.se(score=22),,,,,,,,,,Stockholm,Sollentuna,4987000,2025,in_band,true,2,,,,,,,,,,,,,,,,
556845-5694,https://rosforth.se,Rosforth & Rosforth AB,Rosforth & Rosforth AB,46.3,Partihandel med drycker,Partihandel med drycker,Malmö,214 38,Ronnebygatan 5,,,ACTIVE,,,https://www.allabolag.se/foretag/rosforth-och-rosforth-ab/malmo/-/5568455694,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:rosforth.se(score=14),,,,,,,,,,Skåne,Malmö,4985000,2024,in_band,true,2,,,,,,,,,,,,,,,,
556832-1979,http://www.cnc-tekno.com/,CNC-Tekno Scandinavia AB,CNC-Tekno Scandinavia AB,46.6,Reparation och underhåll av maskiner,Reparation och underhåll av maskiner; Partihandel med verktygsmaskiner; Annan övrig utbildning,Gustafs,781 60,Morbyvägen 36,,,ACTIVE,,,https://www.allabolag.se/foretag/cnc-tekno-scandinavia-ab/sater/-/5568321979,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/cnc+tekno+scandinavia+ab/gustafs/lrdimtbi | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Dalarna,Säter,4985000,2024,in_band,true,3,,,,,,,,,,,,,,,,
556518-9742,https://vinichef.com,ViniChef AB,ViniChef AB,46.3,Konsultverksamhet avseende företags organisation,"Konsultverksamhet avseende företags organisation; Partihandel med kaffe, te, kakao och kryddor",Gränna,563 92,Näs Gård,,,ACTIVE,,,https://www.allabolag.se/foretag/vinichef-ab/jonkoping/-/5565189742,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:vinichef.com(score=20),,,,,,,,,,Jönköping,Jönköping,4984000,2024,in_band,true,1,,,,,,,,,,,,,,,,
556558-5428,https://www.jointec.se,Jointec AB,Jointec AB,46.6,Partihandel med diverse andra maskiner och diverse annan utrustning,Partihandel med diverse andra maskiner och diverse annan utrustning,Åhus,296 35,Pråmdragaregatan 4 b,,,ACTIVE,,,https://www.allabolag.se/foretag/jointec-ab/kristianstad/-/5565585428,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:jointec.se(score=22),,,,,,,,,,Skåne,Kristianstad,4979000,2024,in_band,true,1,,,,,,,,,,,,,,,,
556802-8111,https://www.trainshop.se,TrainShop AB,TrainShop AB,47.1 | 47.7 | 46.1 | 46.4,Övrig detaljhandel med brett sortiment,Övrig detaljhandel med brett sortiment; Icke-specialiserad provisionshandel; Övrig specialiserad detaljhandel; Partihandel med övriga hushållsvaror,Huddinge,141 40,Stationsvägen 29,,,ACTIVE,,,https://www.allabolag.se/foretag/trainshop-ab/huddinge/-/5568028111,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:trainshop.se(score=22),,,,,,,,,,Stockholm,Huddinge,4978000,2025,in_band,true,1,,,,,,,,,,,,,,,,
559193-6207,https://malmonsfisk.se,Malmöns Fisk & Delikatesser AB,Malmöns Fisk & Delikatesser AB,47.2,"Detaljhandel med fisk, skal- och blötdjur","Detaljhandel med fisk, skal- och blötdjur; Detaljhandel med frukt och grönsaker",Hunnebostrand,456 94,Sjöbackarna 13,,,ACTIVE,,,https://www.allabolag.se/foretag/malmons-fisk-och-delikatesser-ab/sotenas/-/5591936207,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:malmonsfisk.se(score=14),,,,,,,,,,Västra Götaland,Sotenäs,4978000,2025,in_band,true,0,,,,,,,,,,,,,,,,
556790-1250,https://lakasund.se,Lakasund Konsult AB,Lakasund Konsult AB,47.6,Konsultverksamhet avseende företags organisation,Konsultverksamhet avseende företags organisation; Övrig fritids- och nöjesverksamhet; Sport- och fritidsutbildning; Detaljhandel med sport- och fritidsartiklar utom cyklar och båtar,Arnäsvall,891 96,Lakasund 221,,,ACTIVE,,,https://www.allabolag.se/foretag/lakasund-konsult-ab/ornskoldsvik/-/5567901250,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:lakasund.se(score=14),,,,,,,,,,Västernorrland,Örnsköldsvik,4978000,2024,in_band,true,3,,,,,,,,,,,,,,,,
556759-4089,https://dansskor.se/,dansskor i Väst AB,dansskor i Väst AB,47.6,Detaljhandel via internet eller postorder med sport- och fritidsartiklar,Detaljhandel via internet eller postorder med sport- och fritidsartiklar,Trollhättan,461 98,Tranebo Delsbo,,,ACTIVE,,,https://www.allabolag.se/foretag/dansskor-i-vast-ab/trollhattan/-/5567594089,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/dansskor+i+v%C3%A4st+ab/stora+h%C3%B6ga/jgvfcqsst | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Västra Götaland,Trollhättan,4977000,2025,in_band,true,3,,,,,,,,,,,,,,,,
559282-2117,https://thurgarden.net,Thurgården AB,Thurgården AB,47.7,"Detaljhandel med blommor och andra växter, frön och gödselmedel","Detaljhandel med blommor och andra växter, frön och gödselmedel",Färjestaden,386 93,Lundtorpsgatan 39,,,ACTIVE,,,https://www.allabolag.se/foretag/thurgarden-ab/morbylanga/-/5592822117,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:thurgarden.net(score=20),,,,,,,,,,Kalmar,Mörbylånga,4977000,2025,in_band,true,3,,,,,,,,,,,,,,,,
559234-1779,https://www.livainteriordesign.se/,LIVA Studio AB,LIVA Studio AB,46.1,Inredningsdesign,"Inredningsdesign; Arkitektverksamhet; Provisionshandel med möbler, hushålls- och järnhandelsvaror; Industridesign och modedesign",Jönköping,556 31,Odensjöringen 15,,,ACTIVE,,,https://www.allabolag.se/foretag/liva-studio-ab/jonkoping/-/5592341779,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/liva+studio+ab/j%C3%B6nk%C3%B6ping/fcccquyz | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Jönköping,Jönköping,4977000,2025,in_band,true,2,,,,,,,,,,,,,,,,
559147-9091,https://www.molnstruktur.se,Molnstruktur IT Sverige AB,Molnstruktur IT Sverige AB,46.5,Datakonsultverksamhet,Datakonsultverksamhet; Annan it- och dataverksamhet; Partihandel med datorer och kringutrustning samt programvara; samt annan kontorsutrustning; Trådbunden och trådlös telekommunikation samt telekommunikation via satellit; Datordrifttjänster,Knivsta,741 40,Forsbyvägen 1,,,ACTIVE,,,https://www.allabolag.se/foretag/molnstruktur-it-sverige-ab/knivsta/-/5591479091,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/molnstruktur+it+sverige+ab/knivsta/nvehmtuvb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Uppsala,Knivsta,4977000,2024,in_band,true,1,,,,,,,,,,,,,,,,
559479-2532,https://richtertrafikvakt.se,Richter Group AB,Richter Group AB,47.8,Detaljhandel med personbilar och lätta motorfordon,Detaljhandel med personbilar och lätta motorfordon; Arbetsförmedling och rekrytering; Personaluthyrning,Furulund,244 65,Frälsevägen 26,,,ACTIVE,,,https://www.allabolag.se/foretag/richter-group-ab/kavlinge/-/5594792532,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:richtertrafikvakt.se(score=14),,,,,,,,,,Skåne,Kävlinge,4974000,2024,in_band,true,1,,,,,,,,,,,,,,,,
556073-7974,https://www.wittings.se,Wittings Skor AB,Wittings Skor AB,47.7,Detaljhandel med skodon,Detaljhandel med skodon,Landskrona,261 31,Östergatan 4,,,ACTIVE,,,https://www.allabolag.se/foretag/wittings-skor-ab/landskrona/-/5560737974,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:wittings.se(score=14),,,,,,,,,,Skåne,Landskrona,4972000,2025,in_band,true,3,,,,,,,,,,,,,,,,
556834-9137,https://torslandalas.se,Torslanda lås och larm AB,Torslanda lås och larm AB,46.4,Partihandel med ljud- och bildanläggningar samt videoutrustning,Partihandel med ljud- och bildanläggningar samt videoutrustning,Särö,429 44,Sannå Dalavägen 77,,,ACTIVE,,,https://www.allabolag.se/foretag/torslanda-las-och-larm-ab/kungsbacka/-/5568349137,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:12 | ddg_picked:torslandalas.se(score=14),,,,,,,,,,Halland,Kungsbacka,4972000,2024,in_band,true,2,,,,,,,,,,,,,,,,
559121-6238,http://jbmotorservice.se,JB Motorservice AB,JB Motorservice AB,46.7,Allmän service och reparation av motorfordon utom motorcyklar,Allmän service och reparation av motorfordon utom motorcyklar; Partihandel med reservdelar och tillbehör till motorfordon; Detaljhandel med personbilar och lätta motorfordon; Diverse övrig stödverksamhet till företag; Tävling med hästar,Gävle,803 10,Östra Hantverkargatan 61,,,ACTIVE,,,https://www.allabolag.se/foretag/jb-motorservice-ab/gavle/-/5591216238,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/jb+motorservice/g%C3%A4vle/lcoqyaaqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,,,,,,,,Gävleborg,Gävle,4971000,2024,in_band,true,3,,,,,,,,,,,,,,,,
556916-8312,https://www.solidcos.com,SolidCos Group AB,SolidCos Group AB,46.4,Partihandel med parfym och kosmetika,Partihandel med parfym och kosmetika,Halmstad,302 31,Slottsmöllan 1 c,,,ACTIVE,,,https://www.allabolag.se/foretag/solidcos-group-ab/halmstad/-/5569168312,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:solidcos.com(score=12),,,,,,,,,,Halland,Halmstad,4970000,2024,in_band,true,2,,,,,,,,,,,,,,,,
556935-9267,https://sorasele.com,Söråsele Maskin AB,Söråsele Maskin AB,46.6,Reparation och underhåll av maskiner,Reparation och underhåll av maskiner; Partihandel med jordbruksmaskiner och jordbruksutrustning,Åsele,919 31,Söråselevägen 39,,,ACTIVE,,,https://www.allabolag.se/foretag/sorasele-maskin-ab/asele/-/5569359267,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:sorasele.com(score=12),,,,,,,,,,Västerbotten,Åsele,4970000,2024,in_band,true,2,,,,,,,,,,,,,,,,
556782-1839,https://www.certus-tech.com,Certus Technology AB,Certus Technology AB,46.5,Tillverkning av kommunikationsutrustning,Tillverkning av kommunikationsutrustning; Dataprogrammering; Partihandel med telekommunikationsutrustning,Stockholm,113 50,Sveavägen 124 a,,,ACTIVE,,,https://www.allabolag.se/foretag/certus-technology-ab/stockholm/-/5567821839,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:certus-tech.com(score=12),,,,,,,,,,Stockholm,Stockholm,4969000,2024,in_band,true,3,,,,,,,,,,,,,,,,
556766-6887,https://katshing.com,katshing Energy AB,katshing Energy AB,47.1,Övrig detaljhandel med brett sortiment,Övrig detaljhandel med brett sortiment,Göteborg,411 04,Lilla Bommen 4 b,,,ACTIVE,,,https://www.allabolag.se/foretag/katshing-energy-ab/goteborg/-/5567666887,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:katshing.com(score=12),,,,,,,,,,Västra Götaland,Göteborg,4968000,2024,in_band,true,0,,,,,,,,,,,,,,,,
556424-5297,http://truck.se,Truck & Maskin i Kalmar Aktiebolag,Truck & Maskin i Kalmar Aktiebolag,46.6 | 46.7,Partihandel med diverse andra maskiner och diverse annan utrustning,Partihandel med diverse andra maskiner och diverse annan utrustning; Partihandel med reservdelar och tillbehör till motorfordon; Reparation och underhåll av maskiner; Uthyrning och leasing av bygg- och anläggningsmaskiner,Kalmar,393 65,Nils Holgerssons Väg 139-14,,,ACTIVE,,,https://www.allabolag.se/foretag/truck-och-maskin-i-kalmar-aktiebolag/kalmar/-/5564245297,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:truck.se(score=14),,,,,,,,,,Kalmar,Kalmar,4968000,2025,in_band,true,2,,,,,,,,,,,,,,,,
