domain,company_name,orgnr,email,phone,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
palltech.se,,,,,https://palltech.se,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
,Miljökemi Mikab och Limtek AB,556469-8669,,,,,,,,
,Fritid och Vildmarksliv i Norr Aktiebolag,556487-5325,,,,,,,,
,Bionord Biokemi Aktiebolag,556471-0860,,,,,,,,
,Bentino Aktiebolag,556495-5952,,,,,,,,
odisseus.se,,,,,https://odisseus.se,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
,Växtkompaniet i Sundsvall AB,556589-5017,,,,,,,,
,Arito & Co AB,556613-6718,,,,,,,,
lindhskabokhandeln.se,,,,,https://lindhskabokhandeln.se,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
,"HEADS, Hair and makeup, T. Gromell AB",556594-9426,,,,,,,,
rodastjarnan.com,,,,,https://rodastjarnan.com,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
folkpool.se,,,,,https://folkpool.se,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
ica.se,,556582-1559; 556021-0261,kundservice@ica.se,+46 8 561 500 00; +46 33 47 47 90; +46 33 47 47 94,https://www.ica.se/kontakt,browser,no,,main@https://www.ica.se/:samplingRan(sampled=0),
,Shamou Förvaltning AB,556553-1323,,,,,,,,
,Shöp AB,556553-2438,,,,,,,,
,Göteborgs Brasvärme AB,556557-9181,,,,,,,,
skogstjanst.com,,,,,https://skogstjanst.com,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
,Jides Byggspar AB,556406-1298,,,,,,,,
,B.K. Bilforum i Stockholm Aktiebolag,556585-1606,,,,,,,,
,Skandistål AB,556566-2771,,,,,,,,
,Diarca AB,556569-1838,,,,,,,,
ipinium.com,,,,,https://ipinium.com,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
,Old-Rock Records Aktiebolag,556601-5482,,,,,,,,
,Axelsson Marin i Strömstad Aktiebolag,556540-9710,,,,,,,,
,Ove Sandh Ljud & video AB,556572-5081,,,,,,,,
,Cadshop Sweden AB,556587-3725,,,,,,,,
,Ljus & Miljö i Asarum AB,556610-4732,,,,,,,,
,TC Optik i Härnösand Aktiebolag,556590-6392,,,,,,,,
,Lekia online AB,556586-9756,,,,,,,,
,S M Andersson AB,556605-2089,,,,,,,,
,Blomsterhandeln Mats-Ola Andersson AB,556614-6295,,,,,,,,
,Specialaffären Strumpan Lena Sundling Aktiebolag,556435-9114,,,,,,,,
,Scrap Tech Sweden AB,556581-2525,,,,,,,,
,NMH Tool AB,556575-4982,,,,,,,,
,TST Konsult AB,556542-8371,,,,,,,,
,Torget i Löberöd AB,556572-5313,,,,,,,,
,von Platen Modern Form AB,556591-0014,,,,,,,,
,Invest.Era Aktiebolag,556575-8637,,,,,,,,
,Böcker & Blad  i Sverige Aktiebolag,556431-9860,,,,,,,,
,Näckrosen Bokhandel AB,556584-5129,,,,,,,,
,H&K Bildemontering Aktiebolag,556589-6635,,,,,,,,
,SYDSVENSKABIL AB,556607-9280,,,,,,,,
blaklockanludvika.se,,,,,https://blaklockanludvika.se,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
mcblarssonab.com,,,,,https://mcblarssonab.com,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
biobagworld.com,,,,,https://biobagworld.com,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
,De Jounge - Eurenius AB,556611-2529,,,,,,,,
,Gottskärs Mark & Trädgård AB,556382-3441,,,,,,,,
,Naturkällan Norrköping AB,556556-2245,,,,,,,,
,Plus Guld Svecia Aktiebolag,556562-4722,,,,,,,,
,Aktiebolaget Hammarström & Lundberg,556589-8623,,,,,,,,
,Stefansöner AB,556528-7165,,,,,,,,
,Camelot Distribution Aktiebolag,556584-1185,,,,,,,,
,Health and Sports Nutrition Group HSNG AB,556564-4258,,,,,,,,
,LH Plast & Papper AB,556584-2043,,,,,,,,
,Kristianstads Ostförädling AB,556596-3567,,,,,,,,
,Feralco AB,556583-5625,,,,,,,,
,Individual Computer Applications Göteborg AB,556573-8746,,,,,,,,
,B.I Skötbordspecialisten Aktiebolag,556424-6550,,,,,,,,
,Gustavsson 2000 Aktiebolag,556602-6505,,,,,,,,
,Råneå Livs AB,556580-1858,,,,,,,,
,Westcomp AB,556604-3237,,,,,,,,
,Allfixarna Sweden AB,556582-6582,,,,,,,,
,GPS General Plastics Scandinavia AB,556601-8247,,,,,,,,
tiarrow.com,,,,,https://tiarrow.com,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
,Toolmarket Holding Sweden AB,556609-5898,,,,,,,,
,Mölnlycke Livs AB,556610-6364,,,,,,,,
,Blomstermera i Ronneby Aktiebolag,556595-1364,,,,,,,,
,Adoro AB,556591-8595,,,,,,,,
,Stockholm Pool & Värme AB,556596-7600,,,,,,,,
,Fönstergården Idealfönster AB,556611-5506,,,,,,,,
,Reseda AB,556584-2720,,,,,,,,
,Beslagsgrossisten i Linköping AB,556583-5898,,,,,,,,
,Käglinge Gård AB,556592-9261,,,,,,,,
,Jan-Erik Bergman Reklam AB,556574-9008,,,,,,,,
,J Olofsson Konsult AB,556541-7754,,,,,,,,
,Subaru Nordic AB,556418-8117,,,,,,,,
,HMS Handel AB,556574-8364,,,,,,,,
,Kenbro Trading i Åmotfors AB,556618-0609,,,,,,,,
,Skånegatans Hushållsservice AB,556596-5158,,,,,,,,
,F.S Holding i Malmö AB,556619-1077,,,,,,,,
,Hellberg & Jagebro Livs AB,556572-4498,,,,,,,,
,Kurvans Tyg och Kläder Aktiebolag,556390-2385,,,,,,,,
,Stålbolaget i Osby AB,556395-0095,,,,,,,,
,AB Svensk Skodesign,556578-3213,,,,,,,,
,Forntida Smycken Gotland AB,556580-0173,,,,,,,,
,Dematek Utbildning Aktiebolag,556526-3471,,,,,,,,
,Mattias Sport AB,556582-7135,,,,,,,,
,P.L. Audio Import AB,556592-6200,,,,,,,,
,CPAC Systems AB,556566-2870,,,,,,,,
,Marinforum Hönö Båtvarv AB,556536-4196,,,,,,,,
,Datorspel i Stockholm AB,556600-6408,,,,,,,,
,VedVärme Huset i Roslagen Aktiebolag,556601-6555,,,,,,,,
,Thunell Bil AB,556420-2546,,,,,,,,
,Waterproof Diving International AB,556575-8959,,,,,,,,
,Bilmäklarna Sverige AB,556597-0026,,,,,,,,
,Roviken AB,556602-8873,,,,,,,,
,KCI Medical AB,556598-0694,,,,,,,,
,GF Marin Aktiebolag,556607-9793,,,,,,,,
,Träff Golv och Färg AB,556608-0031,,,,,,,,
,CHM Livs i Bredaryd AB,556587-1786,,,,,,,,
,E T P Kraftelektronik AB,556589-7609,,,,,,,,
,Uterus Försäljnings AB,556607-5320,,,,,,,,
,Micnic Trading AB,556550-7976,,,,,,,,
,Chantelle AB,556606-3250,,,,,,,,
,plumis AB,556597-0984,,,,,,,,
,BINARY ElectroComputer i Örebro Aktiebolag,556556-5412,,,,,,,,
,Anders Bremer Aktiebolag,556400-2862,,,,,,,,
,Erik Lundströms Butik AB,556564-5610,,,,,,,,
,JPS trading AB,556599-0503,,,,,,,,
,Carl och Inga-Lill Degerman C.I.D. Konsult Aktiebolag,556409-0396,,,,,,,,
,Vadstena Biluthyrning AB,556567-1558,,,,,,,,
,Svenska Kondomeriet Original i Linköping AB,556586-4369,,,,,,,,
,Olsängs Potatis AB,556577-9757,,,,,,,,
,Nordstar Produkter AB,556572-7541,,,,,,,,
,Ecolubric AB,556602-3726,,,,,,,,
,Storköksgaranten i Mölnlycke Aktiebolag,556606-8671,,,,,,,,
,Sandqvist Transport AB,556572-5503,,,,,,,,
,Lekhuset i Kiruna AB,556572-6675,,,,,,,,
,Dahlströms Motor AB,556588-7998,,,,,,,,
,NättrabyMacken AB,556538-0549,,,,,,,,
,Bygg Livsrum Skandinavien AB,556573-2509,,,,,,,,
,Remanns Högtidskläder Aktiebolag,556540-5965,,,,,,,,
,Älvsby Spannmål Aktiebolag,556570-3054,,,,,,,,
,AMKA Aktiebolag,556543-6937,,,,,,,,
,Nor Optik Aktiebolag,556607-5569,,,,,,,,
,Lidén Weighing AB,556592-9634,,,,,,,,
,Jimmys Consulting AB,556597-2535,,,,,,,,
,Verifone HYC Sweden AB,556588-3351,,,,,,,,
,Sales & Store Check Sweden AB,556588-9366,,,,,,,,
,Landbys Jakt & Fiskeservice AB,556437-4915,,,,,,,,
,Mokka Konditori & Café i Nyköping AB,556404-2066,,,,,,,,
,Ivarssons Husbilscenter AB,556578-8352,,,,,,,,
,Mack Claessons AB,556582-8018,,,,,,,,
,SP Office Data AB,556410-8933,,,,,,,,
,H2 Solutions Aktiebolag,556592-1714,,,,,,,,
,C. Gustafsson Livs Aktiebolag,556578-0250,,,,,,,,
,Nordic Pack Förpackningar Aktiebolag,556582-0791,,,,,,,,
,HP Bil i Hede AB,556589-0497,,,,,,,,
,Metsä Forest Sverige AB,556594-2991,,,,,,,,
,Mattreklam i Sverige AB,556595-6835,,,,,,,,
,Mekonomen Järfälla AB,556580-2351,,,,,,,,
,REGAL Components Aktiebolag,556438-5655,,,,,,,,
,Upplands Bilfärg Aktiebolag,556438-7735,,,,,,,,
,Bazar i Luleå AB,556576-8461,,,,,,,,
,MAAG Intressenter Stockholm AB,556576-8701,,,,,,,,
,Idala Gård AB,556527-5780,,,,,,,,
,AIFO AB,556567-5286,,,,,,,,
,IronBill Aktiebolag,556592-1920,,,,,,,,
elon.se,Integritetspolicy Elon Group AB,556654-6213; 556857-5525,kundservice@elon.se; gdpr@elon.se,+46 10 220 40 00,https://www.elon.se/kundtjanst/,browser,yes,cart; checkout; product_cards,main@https://www.elon.se/:hasCheckout(urlPath:/checkout) | main@https://www.elon.se/:hasCart(urlPath:/cart) | main@https://www.elon.se/:productCards(148) | DECISION@main@https://www.elon.se/ | contact_like@https://www.elon.se/kundtjanst:hasCheckout(urlPath:/checkout) | contact_like@https://www.elon.se/kundtjanst:hasCart(urlPath:/cart) | DECISION@contact_like@https://www.elon.se/kundtjanst | internal@https://www.elon.se/integritetspolicy:hasCheckout(urlPath:/checkout) | internal@https://www.elon.se/integritetspolicy:hasCart(urlPath:/cart) | DECISION@internal@https://www.elon.se/integritetspolicy,
ica.se,,556582-1559; 556021-0261,kundservice@ica.se,+46 8 561 500 00; +46 33 47 47 90; +46 33 47 47 94,https://www.ica.se/kontakt,browser,no,,main@https://www.ica.se/:samplingRan(sampled=0),
,Upplandsskog Ullbolsta Såg AB,556578-7800,,,,,,,,
,Ellen Yachting AB,556575-6292,,,,,,,,
,Örebro KontorsGruppen AB,556579-5555,,,,,,,,
,Alentec & Orion AB,556597-3871,,,,,,,,
,Västsvenska Fasad & Träförädling Aktiebolag,556605-5603,,,,,,,,
,Avenysko i Skellefteå Aktiebolag,556610-0623,,,,,,,,
,Bilvårdsgruppen i Kallhäll AB,556604-2734,,,,,,,,
,Arken Marinelektronik AB,556588-5554,,,,,,,,
,BM Blå i Stockholm AB,556592-1821,,,,,,,,
,ARJOPI AB,556616-2649,,,,,,,,
,Visage Hudvård & Makeup Aktiebolag,556613-1230,,,,,,,,
,East-West Sweden AB,556601-4253,,,,,,,,
,Möbelcentrum i Falun AB,556571-8144,,,,,,,,
,Hanz Henrikssons i Hovmantorp AB,556532-8118,,,,,,,,
,Wingerlis i Lycksele AB,556588-0126,,,,,,,,
,HM Power AB,556588-6768,,,,,,,,
,Guldsmeden Manuel Aktiebolag,556598-4183,,,,,,,,
,Din Ögontjänare i Vara AB,556541-2573,,,,,,,,
,Interiörbutiken i Wasastan AB,556574-2235,,,,,,,,
,Tälje Tokar Restaurang AB,556546-9581,,,,,,,,
,E&R Alternativpraktik AB,556575-6706,,,,,,,,
,Lilla Hälsokompaniet AB,556576-4247,,,,,,,,
,Stuneks Underkläder i Vimmerby Aktiebolag,556579-5589,,,,,,,,
,ATI Nordic AB,556581-7664,,,,,,,,
,Wahlbeck Fastighets AB,556600-4742,,,,,,,,
,Kost & Hälsa i Anderstorp Aktiebolag,556586-0565,,,,,,,,
,Bilservice i Kylinge AB,556610-2157,,,,,,,,
,MagnetHealth Sweden AB,556612-1884,,,,,,,,
,Blå Huset i Sollentuna Aktiebolag,556608-4579,,,,,,,,
,Vika Café AB,556609-0865,,,,,,,,
,Påhlsons Daylight AB,556593-6290,,,,,,,,
,Furninova Aktiebolag,556434-1773,,,,,,,,
,Contenta Consulting i Kalmar AB,556580-5552,,,,,,,,
,Lisbeth Janson Frukt & Grönt AB,556596-6198,,,,,,,,
,Mickson Företagsreklam Aktiebolag,556552-8295,,,,,,,,
,Grindans Fastigheter AB,556392-0809,,,,,,,,
,Detinu Livs AB,556561-4269,,,,,,,,
,Arteferro Skandinavien Aktiebolag,556580-7590,,,,,,,,
,Lara's Teknik AB,556564-5131,,,,,,,,
,MyVision AB,556579-0655,,,,,,,,
,Ulf Alsing AB,556598-4795,,,,,,,,
,Z & M Food AB,556566-2938,,,,,,,,
,Svart & Witt i Malmö Aktiebolag,556410-0161,,,,,,,,
,Widerberg's Form AB,556591-1723,,,,,,,,
,LIB Luck och InredningsBolaget AB,556572-5909,,,,,,,,
,Knivkompaniet i Stockholm Aktiebolag,556543-3926,,,,,,,,
,Curiosa Neways AB,556597-4580,,,,,,,,
,Vikersvik Teknik AB,556591-2598,,,,,,,,
,CODICO Sweden AB,556595-0705,,,,,,,,
,Optool AB,556585-8098,,,,,,,,
,City Gross Sverige AB,556597-2451,,,,,,,,
,Knut-Pers Radio & TV Aktiebolag,556434-4132,,,,,,,,
,Rydaholms Järnhandel AB,556582-3506,,,,,,,,
,Swea Rör & Stål AB,556549-4241,,,,,,,,
,Hilmar Hedinsson AB,556605-8573,,,,,,,,
,Karlson Hus i Åseda AB,556551-1804,,,,,,,,
,Nordic Mobile Office AB,556549-8192,,,,,,,,
,AutoSund Roslagen AB,556555-0869,,,,,,,,
,Gå och Löpkliniken i Stockholm AB,556561-4574,,,,,,,,
,Strömberg Consulting AB,556578-8741,,,,,,,,
,Himalaya Handels Aktiebolag,556580-8960,,,,,,,,
,Maria af Jochnick Stables AB,556560-3601,,,,,,,,
,Brill & Co AB,556526-7407,,,,,,,,
,Magnus Jeppsson Livs AB,556535-9220,,,,,,,,
,VIKING Life-Saving Equipment Sweden AB,556568-9444,,,,,,,,
,Halmstad Fröhandel AB,556570-0563,,,,,,,,
,Nordisk Lantbruksimport Aktiebolag,556410-0765,,,,,,,,
,Johan Lidby Vinhandel Aktiebolag,556574-3928,,,,,,,,
,Restaurang & Storköksservice i Nyköping AB,556603-0804,,,,,,,,
,Pölsemannen AB,556571-5140,,,,,,,,
,Dpower Sweden AB,556427-0139,,,,,,,,
,Auto-Mobile Sweden AB,556599-8027,,,,,,,,
,Stockholms Floristateljé Aktiebolag,556607-1253,,,,,,,,
,Espetunaskog AB,556594-5721,,,,,,,,
,Köpmanholms Lanthandel & Grill AB,556603-9136,,,,,,,,
,Slangflex AB,556393-2796,,,,,,,,
,A. Bergman Consult AB,556598-5834,,,,,,,,
,Kanevad i Linköping AB,556599-2400,,,,,,,,
,Teko-Nord AB,556408-4936,,,,,,,,
,Caraff Skeppsudden AB,556599-8688,,,,,,,,
,Bizitel AB,556571-6064,,,,,,,,
,Skobolaget i Stenungsund Aktiebolag,556411-3271,,,,,,,,
,Mat mäklarna i stockholm AB,556583-8496,,,,,,,,
eldabutiken.se,Eldabutiken HANTERA COOKIES INTRANÄT LOGIN FÖR BUTIK,,admin@digitalera.se,,https://eldabutiken.se/om-oss,browser,yes,cart; checkout; product_cards; priced_cards,main@https://eldabutiken.se/:hasCheckout(uiPhrase) | main@https://eldabutiken.se/:hasCart(urlPath:/cart) | main@https://eldabutiken.se/:pricedCards(multiPrices) | main@https://eldabutiken.se/:productCards(52) | DECISION@main@https://eldabutiken.se/ | contact_like@https://eldabutiken.se/om-oss/:hasCheckout(uiPhrase) | contact_like@https://eldabutiken.se/om-oss/:hasCart(urlPath:/cart) | contact_like@https://eldabutiken.se/om-oss/:productCards(16) | DECISION@contact_like@https://eldabutiken.se/om-oss/,
,E-son Maskininvest Aktiebolag,556573-9504,,,,,,,,
,Lobomar AB,556575-2572,,,,,,,,
,Amy Walls hem och interiör AB,556594-7990,,,,,,,,
elon.se,Integritetspolicy Elon Group AB,556654-6213; 556857-5525,kundservice@elon.se; gdpr@elon.se,+46 10 220 40 00,https://www.elon.se/kundtjanst/,browser,yes,cart; checkout; product_cards,main@https://www.elon.se/:hasCheckout(urlPath:/checkout) | main@https://www.elon.se/:hasCart(urlPath:/cart) | main@https://www.elon.se/:productCards(148) | DECISION@main@https://www.elon.se/ | contact_like@https://www.elon.se/kundtjanst:hasCheckout(urlPath:/checkout) | contact_like@https://www.elon.se/kundtjanst:hasCart(urlPath:/cart) | DECISION@contact_like@https://www.elon.se/kundtjanst | internal@https://www.elon.se/integritetspolicy:hasCheckout(urlPath:/checkout) | internal@https://www.elon.se/integritetspolicy:hasCart(urlPath:/cart) | DECISION@internal@https://www.elon.se/integritetspolicy,
,Svenska Skydd AB,556605-7732,,,,,,,,
,Sportspec AB,556436-9683,,,,,,,,
,E.T.E sport & konsult AB,556550-8172,,,,,,,,
,Windows System i Göteborg AB,556593-3321,,,,,,,,
,Medartuum AB,556532-9397,,,,,,,,
,T.P.L. Records Aktiebolag,556588-2312,,,,,,,,
,Althallens Färg & Tapeter AB,556569-8411,,,,,,,,
,Water Processing Sweden AB,556603-5720,,,,,,,,
,FESTOOL Sverige AB,556576-5855,,,,,,,,
,Nordiska Träbehandlings Aktiebolaget,556427-1236,,,,,,,,
,Alex Skogsservice AB,556595-2255,,,,,,,,
,LE-AND AB,556613-0430,,,,,,,,
,Agri Syd Center Gross Aktiebolag,556594-8162,,,,,,,,
,Istobal Sverige AB,556610-5895,,,,,,,,
,Balder Verkmästaren 11 AB,556549-4654,,,,,,,,
,Henilith Brolin AB,556595-7635,,,,,,,,
,Vincent Schafflers Husbil och Husvagn AB,556599-9231,,,,,,,,
,Watch International i Norrköping AB,556402-3702,,,,,,,,
,Aprina AB,556582-1906,,,,,,,,
,AB Skövde Brödcentral,556583-7340,,,,,,,,
,Grossen Textil & Mattor No 1 AB,556599-2491,,,,,,,,
,H. Jonsson Livs AB,556589-8557,,,,,,,,
,Må Bra Hälsobutik i Majorna Aktiebolag,556600-8784,,,,,,,,
,Drömpool Entreprenad AB,556420-1936,,,,,,,,
,PAKI Sport & Konsult Aktiebolag,556422-0100,,,,,,,,
,Total Dental i Norrland AB,556572-3243,,,,,,,,
,Falu Partiaffär AB,556598-0611,,,,,,,,
,FerdinandsGas Sverige AB,556578-0540,,,,,,,,
,Ståhl Collection AB,556590-6913,,,,,,,,
,Mullbeck AB,556601-8346,,,,,,,,
,Bluegaz AB,556582-5253,,,,,,,,
,Ringett Byggservice AB,556602-4690,,,,,,,,
,Matbutiken Vasavägen AB,556603-7122,,,,,,,,
,EthiopianBeans AB,556603-8898,,,,,,,,
,FM CC Distribution AB,556592-5988,,,,,,,,
,CBI Invest Aktiebolag,556595-5993,,,,,,,,
,Joakim Stålbrand Livs Aktiebolag,556610-7172,,,,,,,,
,Lillemor Wallde AB,556600-0773,,,,,,,,
,Electryon Communication Products AB,556596-0431,,,,,,,,
,Gretadesign AB,556613-4176,,,,,,,,
,Insula Nordic Aktiebolag,556551-2828,,,,,,,,
,Inovic Golf Aktiebolag,556406-1223,,,,,,,,
,Agnetas Gardiner AB,556562-0217,,,,,,,,
,Erol Aktiebolag,556528-5672,,,,,,,,
,Bär leveransen i Umeå AB,556587-3998,,,,,,,,
,Fiber Accelerator Sweden AB,556596-2007,,,,,,,,
,Tefo Teknik Aktiebolag,556567-6961,,,,,,,,
,Mikatel AB,556584-0138,,,,,,,,
,euroquiPPE AB,556567-7274,,,,,,,,
,Prinsens Sill & Sallader Försäljnings AB,556602-2405,,,,,,,,
,LCT i Lidköping AB,556576-6812,,,,,,,,
,Folaka Interiör Aktiebolag,556577-6829,,,,,,,,
,ETH Frukt & Grönt Aktiebolag,556606-7434,,,,,,,,
,GlasBoden i Visby AB,556586-5309,,,,,,,,
,Skandinaviska Teknik & Smörjsystem AB,556591-9627,,,,,,,,
,Varm Design AB,556417-0396,,,,,,,,
,Sam's VP Service AB,556608-3167,,,,,,,,
,QSS Quality Security System AB,556603-6157,,,,,,,,
,Diversey Sverige AB,556615-2525,,,,,,,,
,Sally i Staffanstorp AB,556608-0411,,,,,,,,
,Ronnie Nilsson Fastighets AB,556598-8846,,,,,,,,
,Teriplast AB,556599-6740,,,,,,,,
,Quicktech Systems AB,556615-2871,,,,,,,,
,Alanders Bilaffär AB,556554-9507,,,,,,,,
,Beautifulknowledge Scandinavia AB,556600-4213,,,,,,,,
,Fundamental IT AB,556575-5922,,,,,,,,
,Hyrsläp i Lund AB,556593-5144,,,,,,,,
,Palmit AB,556602-6562,,,,,,,,
,M & M International Media AB,556597-3772,,,,,,,,
,T-Jarlen AB,556592-2746,,,,,,,,
,Ortivus MobiMed AB,556593-0707,,,,,,,,
,Agaria AB,556403-1689,,,,,,,,
,Tapflo AB,556417-0826,,,,,,,,
,Sälens Antik & Kuriosa AB,556596-9432,,,,,,,,
,Happy & Co AB,556608-1237,,,,,,,,
,IKEA Range Holding AB,556608-1450,,,,,,,,
,Aktiebolag Häggs Livs,556415-6684,,,,,,,,
,Pervolo AB,556618-9857,,,,,,,,
,SpeechCom Systemutveckling AB,556587-9581,,,,,,,,
,Soff & Sängbutiken i Nässjö AB,556622-6261,,,,,,,,
,SBA Stigbjörn Andersson Inredningar AB,556608-4900,,,,,,,,
,Vänge Teknik & Fritid Aktiebolag,556609-7613,,,,,,,,
,Brödservice Gävle AB,556612-0381,,,,,,,,
,Näslund & Jonsson Import AB,556613-6742,,,,,,,,
,GRB Service Byrå AB,556585-9708,,,,,,,,
,Maso Maskiner AB,556595-7197,,,,,,,,
,Berndt Berndtson Agentur Aktiebolag,556593-7389,,,,,,,,
,Allt för vänsterhänta i Sverige AB,556596-4367,,,,,,,,
,Thybergs Livs AB,556606-3318,,,,,,,,
,IGEPA Sweden Invest AB,556594-1613,,,,,,,,
,HK Handskar Aktiebolag,556406-7584,,,,,,,,
,Mats Lööv Aktiebolag,556412-8907,,,,,,,,
,Icoma Aktiebolag,556415-3012,,,,,,,,
,LEROX Form och Förvaring AB,556593-3529,,,,,,,,
,N-vet AB,556605-9985,,,,,,,,
,ClewTech AB,556601-8627,,,,,,,,
,WSB The Beverage Company AB,556597-1024,,,,,,,,
,Tullhuset Fastigheter I Kristinehamn AB,556597-6916,,,,,,,,
,FotoStudio Märsta AB,556618-7091,,,,,,,,
,Amicis AB,556613-4598,,,,,,,,
,Floristen Ole Åberg AB,556614-6535,,,,,,,,
,TG Sport AB,556609-1988,,,,,,,,
,EUROKART Aktiebolag,556428-8628,,,,,,,,
,Hornbach Byggmarknad AB,556613-4853,,,,,,,,
,Vårlunda Aktiebolag,556610-0557,,,,,,,,
,ATRAB Auto Trading AB,556608-5733,,,,,,,,
,Stadspiren AB,556612-0894,,,,,,,,
,Denios AB,556613-7930,,,,,,,,
,Ella & Bea AB,556604-7618,,,,,,,,
,SMS Smart Media Solutions AB,556583-7290,,,,,,,,
,Blomsterhuset Maria AB,556599-2541,,,,,,,,
,TEWIC AB,556601-4444,,,,,,,,
,Andebratts Inredningar AB,556599-7110,,,,,,,,
,Helma Konsult AB,556591-6904,,,,,,,,
,Grenna Guld & Silver Liga Design AB,556592-3983,,,,,,,,
,AutomationsSupport PWS AB,556593-1531,,,,,,,,
,Typ IT AB,556597-1453,,,,,,,,
,Bosan Trading AB,556606-0199,,,,,,,,
,Uni4 Marketing Aktiebolag,556594-6984,,,,,,,,
,Saddler Scandinavia AB,556596-7758,,,,,,,,
,ZIP Trading Overseas AB,556608-2474,,,,,,,,
,Insyn - Anpassningar och Lösningar Sverige AB,556597-7435,,,,,,,,
,Kalibrator AB,556598-1346,,,,,,,,
,AB Carl Lindvall Järn- & Maskinaffär,556610-1894,,,,,,,,
,Wildwheels AB,556623-5643,,,,,,,,
,BEWAY AB,556600-2704,,,,,,,,
,Studex Scandinavia AB,556584-4429,,,,,,,,
,Cirro AB,556592-9667,,,,,,,,
,Norrköpings tobak & konfektyr AB,556586-7099,,,,,,,,
,Ponsa Band AB,556586-7172,,,,,,,,
,Sätra Motorcenter AB,556602-9616,,,,,,,,
,KTR Sverige Aktiebolag,556585-4071,,,,,,,,
,J:son Helsingborg AB,556407-5819,,,,,,,,
,Sjöbergs Konfektion i Karlshamn AB,556600-8206,,,,,,,,
,Thousand Island AB,556602-4757,,,,,,,,
,AV Nordic Hemsat AB,556594-9863,,,,,,,,
,Femtorp AB,556604-9622,,,,,,,,
,Seafari AB,556609-0964,,,,,,,,
,Åkerstedts Bil i Hbg AB,556615-8662,,,,,,,,
,CA Monitor AB,556599-3242,,,,,,,,
,Stigtomta Bensinstation Aktiebolag,556422-5448,,,,,,,,
,Galleri Backlund AB,556602-6026,,,,,,,,
,Linian AB,556600-7935,,,,,,,,
,Spring Node Systems AB,556615-3044,,,,,,,,
,Pro-Tec Sverige AB,556622-7145,,,,,,,,
,MOBRA AB,556586-7800,,,,,,,,
,Borlänge Städteknik AB,556593-2547,,,,,,,,
,Kieninger & Rosén AB,556579-0234,,,,,,,,
,Aktiebolaget Gustav Alexandersson,556598-9711,,,,,,,,
,Scania Delivery Center Aktiebolag,556593-2976,,,,,,,,
,Blochmann & Lantz Livs Aktiebolag,556597-9639,,,,,,,,
,Agri Center Sverige AB,556410-5889,,,,,,,,
,LeaCoch Design Aktiebolag,556417-6773,,,,,,,,
,Anders Ståhl Trading Aktiebolag,556417-8282,,,,,,,,
,NICCO Redovisningsbyrå AB,556421-8419,,,,,,,,
,Svenska Pappersgrossisten AB,556607-6948,,,,,,,,
,Tuna Hästbergs Fastighets Aktiebolag,556421-8955,,,,,,,,
,Hästens Beds Retail Sweden AB,556600-8008,,,,,,,,
,Bratt & Partners AB,556614-0009,,,,,,,,
,Nickle AB,556591-5930,,,,,,,,
,Smögen Marin AB,556610-9574,,,,,,,,
,Nils-Magnus Försäljnings Aktiebolag,556422-9473,,,,,,,,
,LErO INVEST AB,556608-6145,,,,,,,,
,Asar International AB,556603-6819,,,,,,,,
