orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
556482-4208,Lennart Larsson Förvaltnings AB,Lennart Larsson Förvaltnings AB,69101,,69101,PARTILLE,43332,BOCKEGÅRDSVÄGEN 6,Föremålet för bolagets verksamhet är kapitalförvaltning och därmed förenlig verksamhet.,1994-02-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556472-2956,Småskären Bolagsservice Aktiebolag,Småskären Bolagsservice Aktiebolag,70200,,70200,LULEÅ,97251,TROLLSTIGEN 4,"Föremålet för bolagets verksamhet är att bedriva handel och förvaltning av värdepapper, äga och förvalta fast egendom, bedriva konsultverksamhet inom ekonomiområdet och därmed förenlig verksamhet.",1993-09-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556463-6990,Fart & Fläkt Ventilation och Plåt AB,Fart & Fläkt Ventilation och Plåt AB,43222,,43222; 43411; 47522,LEKSAND,79330,NORSBRO MÅRTAS VÄG 6,Bolaget skall utföra ventilationsservice och plåtarbeten inom husbyggnadssektorn ävensom idka därmed förenlig verksamhet.,1993-03-02,active,,,https://fartoflakt.se/,,hitta_orgnr,high,info@fartoflakt.se,+4624714910,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/fart+och+fl%C3%A4kt+ventilation+och+pl%C3%A5t+ab/leksand/joqudcqb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,fartoflakt.se,,,,,,
556494-7546,Kamikaze Aktiebolag,Kamikaze Aktiebolag,69201,,69201,STOCKHOLM,10387,BOX 7107,"Bolaget skall direkt och/eller via dotterbolag bedriva handel samt konsultativ verksamhet inom området redovisning, ekonomi och administration, handel med samlarföremål såsom konst, smycken och klockor, samt idka annan därmed förenlig verksamhet.",1994-10-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556473-9877,SCConfigMgr AB,SCConfigMgr AB,71129,,71129; 74990,SPÅNGA,16344,DALÄNGSVÄGEN 9,"Bolaget skall bedriva verskamhet inom IT-tjänster, konsultation och reklam samt därmed förenlig verksamhet. Bolaget skall även bedriva handel med värdepapper, handel med IT-relaterad utrustning, äga och förvalta fast och lös egendom och därmed förenlig verksamhet.",1993-10-06,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556468-8728,Bo Danielsson Entreprenad Aktiebolag,Bo Danielsson Entreprenad Aktiebolag,43120,,43120,ÄNGELHOLM,26293,HÖJA LANDSVÄG 145,"Bolaget skall bedriva schakt-, entreprenad-, bygg-, anläggning-, rivning- och bergarbeten samt därmed förenlig verksamhet.",1993-06-16,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556488-9540,Ekonomi-Tjänst Carin Lysell Aktiebolag,Ekonomi-Tjänst Carin Lysell Aktiebolag,69201,,69201,MELLERUD,46431,MELLERUDSGATAN 9,Bolaget ska bedriva redovisningsbyrå och därmed förenlig verksamhet.,1994-06-27,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556471-4680,Företagstjänst Olinder Redovisning AB,Företagstjänst Olinder Redovisning AB,69201,,69201,VÄSTRA FRÖLUNDA,42131,HULDA LINDGRENS GATA 8,"Bolaget skall bedriva konsultverksamhet inom ekonomi och redovisning, ävensom idka annan därmed förenlig verksamhet.",1993-08-18,active,,,http://www.olinderredovisning.se/,,hitta_orgnr,high,,+46 31 45 23 22,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/f%C3%B6retagstj%C3%A4nst+olinder+redovisning+ab/v%C3%A4stra+fr%C3%B6lunda/jccgrtxef | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,olinderredovisning.se,https://olinderredovisning.se,static,no,,,
556500-3265,UTHAR Konsult AB,UTHAR Konsult AB,71124,,71124,VARBERG,43234,FLORAGRÄND 1,"Aktiebolaget ska bedriva konsultation inom bil- och kylbranchen, installation och service av ovanstående, kapitalförvaltning med värdepapper damt idka därmed förenlig verksamhet.",1994-12-01,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556484-0279,Aktiebolaget Concept Design Sweden,Aktiebolaget Concept Design Sweden,70200,,70200,BORGHAMN,59293,VÄVERSUNDA POSTGÅRD 112,"Bolaget skall bedriva konsultverksamhet inom ekonomi, marknadsföring, försäljning av företagspresentartiklar, organisationsutveckling och ledarutbildning samt därmed idka förenlig verksamhet.",1994-03-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556494-7850,SC Essvik AB,SC Essvik AB,43320,,43320,UDDEVALLA,45197,BOKENÄS ESSVIK 345,Bolaget skall bedriva byggverksamhet samt idka därmed förenlig verksamhet.,1994-10-03,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data,,,,,,,
556456-1537,Ulf Kjellins El Aktiebolag,Ulf Kjellins El Aktiebolag,43210,,43210,SKINNSKATTEBERG,73930,CENTRALVÄGEN 4 E,"Aktiebolagets verksamhet skall vara att utföra arbeten inom elinstallation, bostadsuppvärmning, nätverk och datasupport, sälja varor inom område byggnad, hushåll och fritid, äga och förvalta egna och andras fastigheter, samt därmed förenlig verksamhet.",1992-11-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556459-0668,EMPIRIKON Aktiebolag,EMPIRIKON Aktiebolag,70200,,70200,VALLENTUNA,18621,BOX 75,"Bolaget skall bedriva konsultverksamhet omfattande organisering, strategisk ledning och planering, inom områdena miljö, samhällsbyggnad, kultur, IT och media samt idka därmed förenlig verksamhet.",1992-12-29,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556485-4031,Byggresurs i Stockholm AB,Byggresurs i Stockholm AB,71121,,71121,DALARÖ,13771,ÄLGHOLMSVÄGEN 3,"Bolaget skall bedriva byggnadsverksamhet, konsultverksamhet inom byggnadsbranschen, köp och försäljning av fastigheter, fastighetsförvaltning, köp och försäljning av värdepapper samt därmed förenlig verksamhet.",1994-04-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556230-7990,Rabattvaruhuset Hem & Hushåll C. Lundberg Aktiebolag,Rabattvaruhuset Hem & Hushåll C. Lundberg Aktiebolag,69201,,69201; 70200,BANKERYD,56434,SLÅTTERVALLSVÄGEN 15,"Bolaget ska äga och förvalt aktier samt därmed förenlig verksamhet. Vidare att sälja konsulttjänster inom marknadsföring, administration, ekonomistyrning, företagsstrategi och företagsledning samt försäljningsteknik. I verksamheten ingår även bokförings- och redovisningstjänster. Företaget ska även bedriva postorderhandel och detaljhandel på internet med dammsugarpåsar, dammsugartillbehör och liknande varor.",1983-08-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556489-3567,Fastighets AB Vindkraften 2,Fastighets AB Vindkraften 2,41000,,41000,STOCKHOLM,11523,LINNÉGATAN 87 B,Aktiebolagets verksamhet ska vara att bedriva fastighets- förvaltning samt därmed förenlig verksamhet.,1994-07-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556496-3709,Compitum - Advokatbyrån för upphandlingsjuridik AB,Compitum - Advokatbyrån för upphandlingsjuridik AB,69101,,69101,FALSTERBO,23942,DAMMSAGERVÄGEN 22,Bolaget skall uteslutande bedriva advokatverksamhet.,1994-10-27,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556496-6918,Advokatfirman NOVA AB,Advokatfirman NOVA AB,69101,,69101,STOCKHOLM,11157,MÄSTER SAMUELSGATAN 42,Föremålet för bolagets verksamhet är uteslutande att driva advokatverksamhet.,1994-10-17,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556498-4184,K.G. Anderssons Måleri Aktiebolag,K.G. Anderssons Måleri Aktiebolag,43341,,43341,RONNEBY,37235,BLASIUS KÖNIGSGATAN 7,"Bolaget skall bedriva måleri av såväl fast som lös egendom och därmed förenlig verksamhet samt ävensom äga, förvärva och förvalta fast och lös egendom.",1994-11-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556468-2325,KTF Organisation Aktiebolag,KTF Organisation Aktiebolag,70200,,70200,STOCKHOLM,11485,BOX 5501,"Bolaget ska bedriva verksamhet med att tillhandahålla service såsom konsultverksamhet i branschspecifika frågor, bevakning av information, biträde vid företagsgemensamma positioner, lobbing, opinionsbildning, representation i internationella organisationer, rådgivning, kursverksamhet, rådgivning rörandemarknadsföring, egenåtgärdsprogram, remissyttranden, anordnande av tävlingar, evenemang, utställningar, underhållning, utdelande av priser och erkännanden och ideella föreningar och dess medlemsföretag verksamma inom den kemtekniska branschen och därmed förenlig verksamhet.",1993-06-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556486-1531,Radonutredning i Väst AB,Radonutredning i Väst AB,71124,,71124,BRÅLANDA,46465,SANNEBO 222,"Bolaget ska bedriva mätningar av radongas i byggnader, energideklarationer av fastigheter samt konsultationer angående dessa frågor jämte därmed förenlig verksamhet.",1994-05-04,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556474-9553,Trane Revision AB,Trane Revision AB,69202,,69202,HELSINGBORG,25467,KANONGATAN 155,Bolaget skall bedriva revisionsverksamhet jämte därmed förenlig verksamhet.,1993-10-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556445-2521,Revvma El - Ljus i Hem AB,Revvma El - Ljus i Hem AB,43210,,43210,NORRKÖPING,60361,FJÄRILSGATAN 1,"Bolaget skall bedriva försäljning av el- och hushållsprodukter, utföra elektriska installationer, rörinstallationer, samt bedriva byggnadsverksamhet, import och exporthandel av ädel- metaller och smycken, samt inköp och försäljning av andra bolag i Sverige och utomlands, ävensom idka annan därmed förenlig verksamhet. Dessutom skall bolaget kunna äga och förvalta såväl värdepapper som fast egendom.",1992-04-01,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data,,,,,,,
556485-9071,Innovare Corporate Advisor Aktiebolag,Innovare Corporate Advisor Aktiebolag,70200,,70200,DJURSHOLM,18264,BRAGEVÄGEN 30,"Bolaget skall bedriva rådgivningsverksamhet inom \management consulting och corporate finance\, innehav och avyttring av finansiella instrument i samband med företagsförvärv och av- yttringar samt handel med värdepapper. Dessutom äga och förvalta bolag, rörelse och fast egendom samt bedriva därmed förenlig investeringsverksamhet. Bedriva parti- och detaljhandel genom import och försäljning av livsmedel.",1994-04-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556445-9997,Jokkmokks Plåt & Ventilation AB,Jokkmokks Plåt & Ventilation AB,43222,,43222; 43221; 43411; 25530; 43229,JOKKMOKK,96231,STOCKGATAN 37,"Föremålet för bolagets verksamhet är byggnadsplåtslageri, ventilationsarbeten, elektriska system, mekaniska konstruktioner samt äga och förvalta fastigheter och därmed förenlig verksamhet.",1992-03-30,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556492-2788,Biotop Aktiebolag,Biotop Aktiebolag,71122,,71122; 55103; 32130,MUNKEDAL,45592,SANDBACKEN GÄSTAGÅRD 2,Bolaget skall bedriva produktutveckling av mätteknik inom industri och högskola samt försäljning av varor och tjänster som är förenligt med detta. Bolaget skall även bedriva hotell- och turistverksamhet i glesbygd och därmed förenlig verksamhet.,1994-10-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556462-9896,Nordic Trade Link Aktiebolag,Nordic Trade Link Aktiebolag,71121,,71121,DEGERFORS,69331,GRUSSTIGEN 10,Aktiebolaget ska bedriva byggnadsverksamhet ävenså inom akustik samt förvalta och äga fast och lös egendom och därmed förenlig verksamhet.,1993-03-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556473-3078,Knowhouse Aktiebolag,Knowhouse Aktiebolag,70200,,70200,STOCKHOLM,11160,KAMMAKARGATAN 42  LGH 1202,"Bolaget ska bedriva konsulterande verksamhet inom ledarskap, ledning och organisering, samt med personlig utveckling. Verksamheten bedrivs i direkta kunduppdrag, i egen text-, seminarie- och utbildningsproduktion, såsom underkonsult till management-, utbildnings- och IT-konsultföretag, samt därmed förenlig verksamhet.",1993-09-24,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556329-3777,Olles Rör Aktiebolag,Olles Rör Aktiebolag,43229,,43229,VÄSTRA TUNHEM,46193,BRYGGUM 309,Bolaget skall bedriva rörläggeriarbeten företrädesvis inom industrin men även privata kunder samt därmed förenlig verksamhet.,1988-08-29,active,,,https://xn--ollesrr-f1a.se/,,hitta_orgnr,high,ollesror@hotmail.com,+46703740085,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/olles-ror-ab/v%C3%A4stra%20tunhem/lllrbyic | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,xn--ollesrr-f1a.se,,,,,,
556332-1750,L.A Revision AB,L.A Revision AB,69201,,69201,GÖTEBORG,41263,SKÅRS LED 3,"Bolaget skall bedriva konsulttjänst inom ekonomi- och redovisning, handel med värdepapper, personaluthyrning, äga och förvalta lös och fast egendom samt därmed förenlig verksamhet.",1988-08-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556472-1107,Klinga Teknik AB,Asken 8 AB,71122,,71122; 68201; 01500,KLIPPAN,26491,KLINGA GÅRD 1008,Bolaget skall bedriva ägande och förvaltning av fastigheter och värdepapper och därmed förenlig verksamhet.,1993-09-13,active,,,http://www.klinga.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/asken+8+ab/-/cpvijccst | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,klinga.se,http://klinga.se,static,no,,,
556337-4841,Ylva Swedenborg CinemaSweden Aktiebolag,Ylva Swedenborg CinemaSweden Aktiebolag,70200,,70200,STOCKHOLM,11527,OXENSTIERNSGATAN 37  1 TR,"Bolaget ska bedriva publicitet, marknadsföring och konsultverk- samhet inom film, teater, konst och därmed sammanhängande verksamhet samt bedriva fastighetsförmedling, dock ej sådan verksamhet som avses i lag (SFS 1984:1) om fastighetsmäklare.",1988-10-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556463-9093,Duveds Traktor Aktiebolag,Duveds Traktor Aktiebolag,43120,,43120; 81230,DUVED,83771,KATRINELUNDSVÄGEN 3,"Bolaget skall bedriva entreprenadverksamhet med traktorer, traktorgrävare och grävmaskiner och därmed förenlig verksamhet.",1993-03-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556481-9257,Bödagruppen AB,Bödagruppen AB,43221,,43221,STOCKHOLM,11739,HORNSTULLS STRAND 9  2 TR,Föremål för bolagets verksamhet skall vara att bedriva VVS och fastighetsarbete.,1994-02-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556474-0388,Pinx Picasso AB,Pinx Picasso AB,43999,,43999; 46649,MÄRSTA,19542,BLÅKLINTVÄGEN 5,"Bolaget skall bedriva mekanisk verkstad, utföra svets, smide och byggnadsarbeten. Bedriva förvaltning av värdepapper och fast egendom samt därmed förenlig verksamhet.",1993-10-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556493-6143,Kastoune Invest AB,Kastoune Invest AB,70200,,70200,VÄSTERÅS,72223,NORDANBYGATAN 68,"Bolaget skall förvalta lös egendom, företrädesvis värdepapper samt därmed förenlig verksamhet. Konsultverksamhet avseende företags org. Uthyrning & Förvaltning av Fastigheter Personalutbildning",1994-09-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556486-6910,Knivsta Hermans Maskin Aktiebolag,Knivsta Hermans Maskin Aktiebolag,43110,,43110; 43120; 68202,KNIVSTA,74145,VILLEBRÅDSGATAN 31,"Bolaget skall bedriva gräv- och schaktentreprenader, gruskrossning, maskinuthyrning av dumpers, grävmaskiner och krossverk, bergssprängning och därmed förenlig verksamhet.",1994-05-24,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556490-4943,Paljet Måleri Aktiebolag,Paljet Måleri Aktiebolag,43341,,43341,SUNDBYBERG,17271,BERGSGATAN 6,"Bolaget skall bedriva måleriverksamhet, byggnadsentreprenader och därmed förenlig verksamhet.",1994-08-15,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556491-4132,Ingenjörspolen i Örebro AB,Ingenjörspolen i Örebro AB,71122,,71122,ÖREBRO,70358,APELVÄGEN 20,"Bolaget skall bedriva konsultativ verksamhet inom mekanisk konstruktion, samt därmed förenlig verksamhet.",1994-08-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556488-9730,Sollefteå Alltjänst Aktiebolag,Sollefteå Alltjänst Aktiebolag,69201,,69201; 47811; 49410; 43120,SOLLEFTEÅ,88191,RAMMDALSVÄGEN 9 C,"Aktiebolaget ska bedriva gräv- och schaktentreprenad, åkerirörelse, redovisningstjänster samt ekonomisk rådgivning, handel med motorfordon, äga och förvalta fastigheter, ävensom bedriva därmed förenlig verksamhet.",1994-06-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556498-6304,Ebbarps Kvarn Åkeri Aktiebolag,Ebbarps Kvarn Åkeri Aktiebolag,49410,,49410,LAHOLM,31293,EBBARPS KVARN,Aktiebolaget skall bedriva försäljning av transporter samt idka därmed förenlig verksamhet.,1994-11-10,active,,,https://www.ebbarpskvarnakeri.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ebbarps+kvarn+%C3%A5keri+ab/laholm/mtzangpr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,ebbarpskvarnakeri.se,https://ebbarpskvarnakeri.se,browser,no,,,net::ERR_NAME_NOT_RESOLVED at https://ebbarpskvarnakeri.se | method:browser
556498-6353,Fairground Sweden AB,Fairground Sweden AB,70200,,70200,SALTSJÖ-BOO,13239,HAMNDALSVÄGEN 16,"Föremålet för bolagets verksamhet är äga och förvalta värdepapper och fast egendom, förmedla försäkringar och förmedla finansiella tjänster samt annan därmed förenlig verksamhet. Bolaget skall ej bedriva sådan verksamhet som avses i Bankrörelselagen eller lagen om kreditmarknadsbolag och därmed förenlig verksamhet. Bolaget skall bedriva grossistverksamhet med inköp och försäljning av profilprodukter.",1995-01-13,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
