orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug
556919-4656,Espumante AB,Espumante AB,46340,,46340,GÖTEBORG,41667,ÅNÄSVÄGEN 6 B,"Bolaget skall direkt eller indirekt via sina dotterbolag bedriva partihandel med alkoholhaltiga samt icke alkoholhaltiga drycker och därmed relaterade tillbehör, inklusive import jämte export samt marknadsföring av ovan nämnda produkter och tjänster relaterade till detta, och därmed all förenlig verksamhet.",2013-01-18,active,,,,,,,,,
556903-2336,2FM Sweden AB,2FM Sweden AB,46641,,46641,LAHOLM,31294,KÖVLINGE 110,Bolaget skall bedriva försäljning av tankmätningsutrustning samt därmed förenlig verksamhet.,2012-09-07,active,,,,,,,,,
556908-5102,Töltrider AB,Töltrider AB,46499,,46499,ED,66891,RÖRVIKEN 1710,"Föremålet för bolagets verksamhet är att bedriva försäljning av sadlar, rid- och hästutrustning samt därmed förenlig verksamhet.",2012-11-01,active,,,,,,,,,
556930-5054,Smid Stockholm AB,Smid Stockholm AB,47771,,47771; 32120; 95250; 68203; 46189,STOCKHOLM,11662,BLEKINGEGATAN 63,"Företaget skall bedriva butik, verkstad och galleri inom smyckesbranchen.",2013-04-30,active,,,,,,,,,
556930-5732,LQT Footwear AB,LQT Footwear AB,46160,,46160,HJÄRUP,24562,STENSHÖGSVÄGEN 26,"Aktiebolaget ska bedriva förmedling mellan grossist- och detaljhandlare inom skor, konfektion och ekipering samt därmed förenlig verksamhet. Bolaget kan även ha handel med värdepapper och fastigheter.",2013-04-30,active,,,,,,,,,
556898-8868,Intersurgical AB,Intersurgical AB,46460,,46460,KISTA,16440,KISTAGÅNGEN 20 B,"Bolaget skall bedriva produktion och marknadsföring av platsprodukter inom sjukvårdssektorn, ävensom idka därmed förenlig verksamhet.",2012-07-10,active,,,,,,,,,
556907-6416,AZ Livs AB,AZ Livs AB,47112,,47112,GÖTEBORG,41474,FRIDHEMSGATAN 37,Föremålet för bolagets verksamhet är att bedriva livsmedelshandel samt därmed förenlig verksamhet.,2012-10-23,active,,,,,,,,,
556943-8665,Högalids Livs AB,Högalids Livs AB,47112,,47112,STOCKHOLM,11424,ODENGATAN 4,"Aktiebolaget ska bedriva detaljhandel med dagligvaror, konsultverksamhet inom detaljhandel, handel med och förvaltning av värdepapper samt därmed förenlig verksamhet.",2013-09-27,active,,,,,,,,,
556945-0512,Mora Sport AB,Mora Sport AB,47711,,47711; 47631; 47632; 47721,MORA,79250,SKÅLMYRSVÄGEN 48 C,Bolaget skall driva handel med sport- och fritidsartiklar samt därmed förenlig verksamhet.,2013-10-10,active,,,,,,,,,
556948-2606,IQUE Sweden AB,IQUE Sweden AB,46832,,46832,HELSINGBORG,25464,GRUSTAGSGATAN 13,"Aktiebolagets verksamhet ska vara import, export och försäljning av badrumsprodukter och spaanläggningar med tillbehör, trading inom bygg- och konstruktion samt därmed förenlig verksamhet.",2013-11-08,active,,,,,,,,,
556937-3441,UPM Merch AB,UPM Merch AB,47712,,47712; 62100; 73111,GÖTEBORG,40015,BOX 53172,"Reklambyrå, webproduktioner och mjukvaruprogrammering.",2013-07-15,active,,,,,,,,,
556873-7927,High Tech Scandinavia AB,High Tech Scandinavia AB,47271,,47271; 47541,BORLÄNGE,78190,GIMSBÄRKE 326,"Bolaget skall bedriva import, export, internetförsäljning, butiksförsäljning och grossistförsäljning, hälsokost och hälsobehandlingar, hemelektronik samt därmed förenlig verksamhet.",2011-11-29,active,,,,,,,,,
556856-8017,Marcus Eriksson Investering och Förvaltning AB,Marcus Eriksson Investering och Förvaltning AB,46820,,46820; 93191,MARIEFRED,64735,HAGALUNDSVÄGEN 12,"Bolaget skall investera och förvalta egna intressen, företrädes- vis inom stålbranschen, konsultera i handel med stålprodukter. Vidare så skall bolaget bedriva träning, tävling samt avelsverk- samhet med travhästar samt därmed förenlig verksamhet.",2011-06-21,active,,,,,,,,,
556876-9888,RMS Lagerinredningar AB,RMS Lagerinredningar AB,46831,,46831,ESKILSTUNA,63362,SVISTA LAGERVÄG 4,"Bolaget ska bedriva försäljning av nya & begagnade lagerinredningar även nytillverkning, montering av dito samt därmed förenlig verksamhet.",2011-12-19,active,,,,,,,,,
556892-5050,GreatSigns Sweden AB,GreatSigns Sweden AB,46499,,46499,ASKIM,43632,DATAVÄGEN 51,"Bolaget skall bedriva handel med profileringsprodukter som skyltar, banderoller, vepor, rollups. Fristående konstnärlig verksamhet. Handel med värdepapper och därmed förenlig verksamhet.",2012-05-07,active,,,,,,,,,
556896-5270,Billy Andersson AB,Billy Andersson AB,46380,,46380,GÄVLE,80433,SMARAGDVÄGEN 66,"Bolaget skall marknadsföra kosttillskott, viktreglerande produkter, livsmedel, hud- och hårvårdsprodukter, kosmetika och andra produkter för personlig vård samt liknande produkter på en internationell marknad, samt att driva därmed förenlig verksamhet.",2012-06-20,active,,,,,,,,,
556887-4597,Estelle of Sweden AB,Estelle of Sweden AB,46410,,46410; 46420; 46440; 46471; 46480,FALKENBERG,31145,HALMSTADVÄGEN 4  LGH 1101,"Bolaget skall bedriva handel med möbler,leksaker, trycksaker, souvenirer, fordon, barnvagnar, cyklar, träningsredskap, klockor, konst, dataspel, medicin, tobak, telekommunikationsprodukter äga och förvalta varumärken samt därmed förenlig verksamhet.",2012-03-13,active,,,,,,,,,
556883-0383,Hey'di AB,Hey'di AB,46831,,46831,BANDHAGEN,12459,HARPSUNDSVÄGEN 211,Bolaget ska bedriva import och försäljning av byggprodukter och därmed förenlig verksamhet.,2012-02-02,active,,,,,,,,,
556899-9154,Glomed Sweden AB,Glomed Sweden AB,46499,,46499,MALMÖ,21120,MEJSELGATAN 3,"Företaget har i uppgift att importera, representera och distribuera varumärken med fokus på reseattiraljer mot detaljhandel.",2012-08-02,active,,,,,,,,,
556900-9789,Juhl Svenska AB,Juhl Svenska AB,46450,,46450,HELSINGBORG,25112,BOX 1017,"Bolaget ska bedriva grossistförsäljning av förbrukningsvaror och maskiner till kunder för dekoration, märkning och identifikation av produkter och därmed förenlig verksamhet.",2012-08-16,active,,,,,,,,,
556954-7804,Navigli AB,Navigli AB,47123,,47123,GÖTEBORG,41132,VIKTOR RYDBERGSGATAN 10,"Bolaget skall utveckla, tillverka och marknadsföra affärsdrivande teknologi, bedriva konsultverksamhet inom management, teknologi, bedriva förvaltning av fastigheter, värdepapper och lös egendom samt därmed förenlig verksamhet.",2013-12-16,active,,,,,,,,,
556963-2697,Blåsut Handels AB,Blåsut Handels AB,47260,,47260,ENSKEDEDALEN,12132,SOFIELUNDSVÄGEN 11-13,"Bolaget ska bedriva servicebutik inom livsmedel och konfektyr, tobak och tidningar, tips, lotter, försäljning av tåg- och bussbiljetter samt äga och förvalta aktier och fastigheter samt därmed förenlig verksamhet.",2014-02-27,active,,,,,,,,,
556955-1665,Kungsbacka Lighting AB,Kungsbacka Lighting AB,46471,,46471,KUNGSBACKA,43421,BOX 10062,Bolaget ska bedriva import och försäljning av belysningsarmaturer och därmed förenlig verksamhet.,2013-12-17,active,,,,,,,,,
556899-2688,Apice Holding AB,Apice Holding AB,46831,,46831; 66190,SVEDALA,23391,LYNGSJÖVÄGEN 4,Bolaget ska vara moderbolag till Rojon Kakel & Interiör AB samt äga och förvalta värdepapper och därmed förenlig verksamhet.,2012-07-18,active,,,,,,,,,
556876-8138,Esolina AB,Esolina AB,47112,,47112; 55900; 56120,KÄVLINGE,24432,GÖTGATAN 1,"Aktiebolaget ska bedriva restaurangverksamhet, försäljning och distribution av livsmedel, äga och förvalta fastigheter, värdepapper samt övrig fast och lös egendom jämte därmed förenlig verksamhet.",2011-12-16,active,,,,,,,,,
556884-8096,Bilbanken AB,Bilbanken AB,47811,,47811,STOCKHOLM,11224,PARMMÄTARGATAN 11,"Bolaget skall idka handel med bilar, motorcyklar samt bil- tillbehör, förmedling av bilar och motorcyklar, samt därmed förenlig verksamhet.",2012-02-20,active,,,,,,,,,
556888-4216,Swimmingpool och Spa i Sundsvall AB,Swimmingpool och Spa i Sundsvall AB,47521,,47521,JÄRNA,15330,ULLÄNGSVÄGEN 1,"Bolaget skall bedriva försäljning av swimmingpooler, spabad och tillbehör, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",2012-03-22,active,,,,,,,,,
556906-8926,Happy Payments in Sweden AB,Happy Payments in Sweden AB,46501,,46501; 79120,HALMSTAD,30270,STJÄRNSTIGEN 8,Bolaget skall bedriva försäljning av betalningslösningar och därmed förenlig verksamhet,2012-10-15,active,,,,,,,,,
556920-8357,Watersystems Sverige AB,Watersystems Sverige AB,46649,,46649,TRANÅS,57338,BRONSGATAN 1,Aktiebolaget ska bedriva handel med produkter för avloppsvattenrening och betongvaror samt därmed förenlig verksamhet.,2013-01-31,active,,,,,,,,,
556926-3972,Strömstad Zoo AB,Strömstad Zoo AB,47762,,47762,STRÖMSTAD,45230,NORRA KLEVGATAN 3,Bolaget skall bedriva zoobutik och därmed förenlig verksamhet.,2013-03-19,active,,,,,,,,,
556903-6881,Modica Market AB,Modica Market AB,47711,,47711,HALMSTAD,30271,PENNGRÄND 15,"Bolaget ska bedriva butikshandel med kläder och accessoarer, handel med värdepapper, förvaltning av fast och lös egendom samt idka därmed förenlig verksamhet.",2012-09-13,active,,,,,,,,,
556942-7130,IDIVOR AB,IDIVOR AB,47642,,47642,SALTSJÖBADEN,13335,GRANBACKEN 2,"Bolaget skall bedriva handel, e-handel, detaljhandel och marknadsföring av i synnerhet barnprodukter (inklusive närliggande produkter) samt därmed förenlig verksamhet.",2013-09-18,active,,,,,,,,,
556907-8040,Alfa Nordic Consulting AB,Alfa Nordic Consulting AB,46502,,46502; 47792,ALINGSÅS,44130,BRYGGAREGATAN 2,Bolaget ska bedriva verksamhet inom försäljning av hemelektronik och partihandel med elektronik produkter därmed förenlig verksamhet.,2012-10-24,active,,,,,,,,,
556932-2356,Active Print Skylt & Design i Göteborg AB,Active Print Skylt & Design i Göteborg AB,46841,,46841,HISINGS BACKA,42259,TAGENEVÄGEN 12,"Aktiebolaget ska bedriva försäljning, design och produktion av skyltar.",2013-05-20,active,,,,,,,,,
556917-4260,Potatiskällaren AB,Potatiskällaren AB,47210,,47210; 68203,KUNGSBACKA,43442,HANTVERKSGATAN 5,Föremålet för bolagets verksamhet är butikshandel med frukt och grönsaker samt försäljning till restauranger och företag och därmed förenlig verksamhet.,2013-01-02,active,,,,,,,,,
556918-4152,Borrby Nr 1 AB,Borrby Nr 1 AB,46230,,46230; 01430; 46420; 01620; 46499,BORRBY,27635,BORRBY 123,"Verksamheten som kommer att beskrivas är: -Försäljning av hästfoder och hästrelaterade produkter. -Inköp försäljning uthyrning av lantbruks-, entreprenadmaskiner.-Konsultverksamhet inom ovanstående verksamheter.",2013-01-09,active,,,,,,,,,
556939-4983,Sure Way Consulting AB,Sure Way Consulting AB,47260,,47260; 47242; 64991,STOCKHOLM,11763,NYBOHOVSGRÄND 20  3 TR,Systemutveckling.,2013-08-19,active,,,,,,,,,
556953-6393,Entreprenadutveckling i Söderköping AB,Entreprenadutveckling i Söderköping AB,47123,,47123; 47510; 50102,SÖDERKÖPING,61431,VIRKESGATAN 4,"Bolaget ska bedriva entreprenad inom bygg och anläggning av markarbeten och därmed förenlig verksamhet. Bolaget ska också bedriva verksamhet med butikshandel med textilier och garner, både i fysisk butik och på internet.",2013-12-12,active,,,,,,,,,
556963-0345,AN Trading AB,AN Trading AB,46630,,46630; 47633,LULEÅ,97104,BOX 122,"Företaget ska bedriva import och försäljning av entreprenad- maskiner, tillbehör och reservdelar till entreprenadmaskiner, båtar, båtmotorer, båttillbehör och därmed förenlig verksamhet. Uthyrning av entreprenadmaskiner och entreprenadtillbehör samt handel med värdepapper.",2014-02-25,active,,,,,,,,,
556875-9566,R100 Recycling AB,R100 Recycling AB,46502,,46502; 46872; 52100,GNESTA,64692,KVARNÄNG 1,"Bolaget skall bedriva handel med metaller och mynt samt förädling av metaller och mynt, elverk, solpaneler , silver, guld, ädelstenar, råolja, produktion och försäljning av böcker och film, uthyrning av personal samt äga och förvalta fast egendom och värdepapper jämte därmed förenlig verksamhet.",2011-12-13,active,,,,,,,,,
556854-0206,Orkesterservice Månberg & Bagge AB,Orkesterservice Månberg & Bagge AB,47711,,47711; 47712; 59200,STOCKHOLM,11544,HÅRDVALLSGATAN 11,"Föremålet för bolagets verksamhet är artistframträdanden inom musik, artistförmedling, musikproduktion, försäljning av musik- produkter samt presentartiklar, uthyrning av högtidskläder och därmed förenlig verksamhet.",2011-05-25,active,,,,,,,,,
556854-0446,Haninge Dansstudio AB,Haninge Dansstudio AB,47631,,47631; 85522,HANDEN,13644,HANTVERKARVÄGEN 24,"Föremålet för bolagets verksamhet är dansverksamhet, gymnastik och annan idrottsverksamhet, friskvård, försäljning av idrottskläder, idrottsmaterial och hälsoprodukter och därmed liknande verksamhet.",2011-05-25,active,,,,,,,,,
556885-0365,NexCo AB,NexCo AB,47401,,47401,SALTSJÖBADEN,13336,RAVINVÄGEN 6,"Import, montering och försäljning av bärbara datorer.",2012-02-22,active,,,,,,,,,
556878-7674,Isopro AB,Isopro AB,47820,,47820; 95311,MOTALA,59137,VADSTENAVÄGEN 30,Aktiebolaget ska bedriva försäljning av reservdelar och tillbehör samt reparationer av motorfordon och därmed förenlig verksamhet.,2011-12-28,active,,,,,,,,,
556858-9518,Millenium Bil AB,Millenium Bil AB,46712,,46712; 47811,VÄXJÖ,35053,BOX 3225,Bolaget skall bedriva bilförsäljning och därmed förenlig verksamhet.,2011-07-06,active,,,,,,,,,
556862-8019,Svenska Eldvatten AB,Svenska Eldvatten AB,46340,,46340,GÖTEBORG,41254,SÖDRA VÄGEN 53,"Bolagets verksamhetsföremål är att bedriva import och distribution av högkvalitativa alkoholdrycker, att bedriva konsultverksamhet samt att förvalta värdepapper och fastigheter, liksom att bedriva med nu angivna verksamheter förenliga andra åtgärder och verksamheter.",2011-08-29,active,,,,,,,,,
556903-4415,Karamell Borås Aktiebolag,Karamell Borås Aktiebolag,47260,,47260; 47242,BORÅS,50330,STORA BROGATAN 14,Butikshandel med konfektyrer och tobak samt därmed förenlig verksamhet.,2012-09-11,active,,,,,,,,,
556925-2298,VLR Holding AB,VLR Holding AB,47272,,47272; 56210,DALSJÖFORS,51630,SÖDRA VÄGEN 8,Föremålet för bolagets verksamhet är att inneha andelar och aktier i andra företag samt förvalta fast och lös egendom.,2013-03-07,active,,,,,,,,,
556900-5290,Stenudden FMU AB,Stenudden FMU AB,47112,,47112; 85599,MARIESTAD,54230,KYRKOGATAN 22 C,Föremålet för bolagets verksamhet är att bedriva försäljning och marknadsföring av livsmedel samt språkutbildning samt därmed förenlig verksamhet.,2012-08-14,active,,,,,,,,,
556912-5585,Vinolin AB,Vinolin AB,46340,,46340; 56110,FALKÖPING,52130,OXELGATAN 9,"Aktiebolaget ska bedriva verksamhet enligt följande, vara registrerad näringsidkare som äger rätt att ta emot obeskattade alkoholhaltiga drycker, producera och marknadsföra alkoholhaltiga drycker, driva vingård, driva restaurangrörelse- och serveringsrörelse inklusive servering av vin, öl och spritdrycker samt därmed förenlig verksamhet.",2012-12-01,active,,,,,,,,,
556900-9144,Märsta Blomsterhandel AB,Märsta Blomsterhandel AB,47761,,47761,MÄRSTA,19547,STATIONSGATAN 3 B,Bolaget ska bedriva blomsterhandel och därmed förenlig verksamhet.,2012-08-16,active,,,,,,,,,
556917-2447,VARG KLÄDER AB,VARG KLÄDER AB,46420,,46420; 47712; 85510; 77400,ASKIM,43632,DATAVÄGEN 63  1TR,"Design, marknadföring samt handel av kläder, accessoarer, väskor, skor, samt heminredning. Konsultverksamhet inom segling och andra idrotter. Konsultverksamhet inom licensbanschen.",2013-01-02,active,,,,,,,,,
556893-0878,Facs Recycling Machines AB,Facs Recycling Machines AB,46620,,46620,SUNDSVALL,85104,Box 270,"Bolaget skall bedriva försäljning och service av entreprenad-, skogs-, bioenergi- och industrimaskiner inkl. reservdelar. Bolaget skall även bedriva konsultverksamhet med förmedling och rådgivning inom teknik, ekonomi, miljö och hälsovård samt köpa och sälja fastigheter och värdepapper.",2012-05-11,active,,,,,,,,,
556929-2880,Energy Group AES AB,Energy Group AES AB,46502,,46502; 46831; 71124,SOLNA,17067,VALLGATAN 9,"Bolaget ska bedriva partihandel med elektronikkomponenter, teknisk konsultverksamhet inom energi, miljö, och VVS teknik samt därmed förenlig verksamhet.",2013-04-18,active,,,,,,,,,
556897-1088,Silvarus AB,Silvarus AB,47711,,47711; 68320; 81100; 47631; 74990,STOCKHOLM,11263,STRÅLGATAN 17,"Fastighetsrelaterade stödtjänster, fastighetsförvaltning- och förmedling av svenska och utländska fastigheter. Specialiserad butikshandel med sport-, jakt- och fritidsartiklar. Konsultuppdrag rörande mat, klimat och miljö samt därtill relaterade styrelseuppdrag.",2012-06-29,active,,,,,,,,,
556932-6423,KaffeTheket AB,KaffeTheket AB,47272,,47272; 47552,VÄSTERÅS,72591,KAMOMILLVÄGEN 14,"Butikshandel med te, kaffe och krydddor. Även tillbehör så som tekannor, burkar och tesilar.",2013-05-23,active,,,,,,,,,
556917-7370,Save Mill AB,Save Mill AB,47811,,47811; 95311,KRISTIANSTAD,29161,HÄRÅKRAVÄGEN 16,Bolaget ska bedriva försäljning och uthyrning av motorfordon samt därmed förenlig verksamhet.,2013-01-03,active,,,,,,,,,
556918-6967,TMP In Time Sport AB,TMP In Time Sport AB,47634,,47634,ÅKARP,23251,GAMLA LUNDAVÄGEN 87,Bolaget skall bedriva försäljning av sport och fritidsartiklar samt design av sport och fritidsprodukter och därmed förenlig verksamhet.,2013-01-10,active,,,,,,,,,
556920-3036,EF Bodin AB,EF Bodin AB,46860,,46860; 70200,STOCKHOLM,10130,BOX 514,"Föremålet för bolagets verksamhet är att bedriva försäljning av tjänster, konsultationer och produkter inom emballage, samt därmed förenlig verksamhet.",2013-01-25,active,,,,,,,,,
556940-9625,Unander International Trade AB,Unander International Trade AB,46190,,46190; 47122; 70200,SKÄRHAMN,47131,LYCKEBACKEN 14,Aktiebolagets verksamhet ska vara att dels driva inköp och försäljning av förpackningslösningar och material till förpackningsindustrin samt inköp och försäljning av elektronik relaterade produkter till såväl företag som konsument. Aktiebolaget erbjuder även konsulttjänster inom affärsutveckling.,2013-08-30,active,,,,,,,,,
556933-7404,Amazing nöje & event i Sverige AB,Amazing nöje & event i Sverige AB,47272,,47272; 47552; 90390; 47241; 90110,ALVESTA,34292,LEKARYD LEKARYDSGÅRDEN,"Föremålet för bolagets verksamhet är att bedriva tillverkning och produktion av event såsom konst-, design-, författarskaps-, musik-, konsert- och dansevenemang samt därmed förenlig verksamhet.",2013-06-04,active,,,,,,,,,
