orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug,email,phone,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
556161-3851,Bygglagret i Mockfjärd AB,Bygglagret i Mockfjärd AB,46831,,46831,MOCKFJÄRD,78543,HÖGSVEVÄGEN 100,"Bolaget skall sälja byggmaterial, byggnadsentreprenad samt därmed förenlig verksamhet.",1972-03-23,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556129-2532,"BIT, Binary Instruments Technology Scandinavia Aktiebolag","BIT, Binary Instruments Technology Scandinavia Aktiebolag",46642,,46642; 46501,ÅKERSBERGA,18438,BROMSVÄGEN 16,"Aktiebolaget ska bedriva import och försäljning av elekroniska mätinstrument och datainsamlingssystem, ävensom idka annan därmed förenlig verksamhet.",1969-09-30,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556136-1048,Sylte Sparköp Aktiebolag,Sylte Sparköp Aktiebolag,47112,,47112,TROLLHÄTTAN,46167,SYLTE CENTER,Bolaget har till föremål för sin verksamhet att bedriva detaljhandelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,1970-05-28,active,,,http://www.icasylte.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ica-supermarket-sylte/trollh%C3%A4ttan/mgtttffl | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,thomas.svensson@supermarket.ica.se,+46520470580,icasylte.se,,,,,,
556140-1729,Röhmans i Matfors AB,Röhmans i Matfors AB,47611,,47611; 47622,SUNDSVALL,85653,SKOMAKARGRÄND 5,Är att vara ett arbetsintegrerande socialt företag för individer som har svårt att komma in på arbetsmarknaden. Verksamheten ska även driva lanthandel. Anställda och deltagare ska ha inflytande och makt över företagets verksamhet och eventuell vinst ska återinvesteras i den egna eller i liknande verksamheter.,1970-10-19,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556202-7036,Delva Aktiebolag,Delva Aktiebolag,46480,,46480,DALBY,24794,DALBY 512,Bolaget skall driva handel med sportartiklar och klockor ävensom idka annan därmed förenlig verksamhet samt förvalta värdepapper och andra finansiella instrument.,1980-01-03,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556202-7341,Rydhé Impex Aktiebolag,Rydhé Impex Aktiebolag,46649,,46649; 68202,HÄSSLEHOLM,28137,VILDPARKSVÄGEN 1 B,"Föremålet för bolagets verksamhet är att bolaget skall bedriva handel med hantverks- och industrimaskiner och industrikomponenter. Leasingverksamhet med hantverks- och industrimaskiner. Finansiell verksamhet företrädesvis riktad mot industri- och hantverk. Elproduktion, äga och förvalta värdepapper och fast egendom och därmed förenlig verksamhet.",1980-01-03,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556203-1038,Colly Components Aktiebolag,Colly Components Aktiebolag,46841,,46841; 46860,KISTA,16494,RASEBORGSGATAN 9,"Bolaget skall bedriva agentur och försäljning av mekaniska fästelement, ävensom idka därmed förenlig verksamhet.",1980-01-16,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556206-9921,Duschprodukter i Skandinavien Aktiebolag,Duschprodukter i Skandinavien Aktiebolag,46842,,46842; 68203,HISINGS BACKA,42204,BOX 4086,"Bolaget skall bedriva försäljning av värme-, vatten- och sanitetsartiklar ävensom idka därmed förenlig verksamhet.",1980-11-13,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556178-9891,K.L. Butiksmiljö Aktiebolag,K.L. Butiksmiljö Aktiebolag,46472,,46472,ÅKERSBERGA,18461,ANDVÄGEN 14,"Bolaget skall i huvudsak försälja butiksinredningar, lagrerhålla och distrubuera varor för kunders räkning, handla med och förvalta värdepapper samt idka därmed förenlig verksamhet.",1973-04-03,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556208-7287,Harmén of Scandinavia AB,Harmén of Scandinavia AB,46420,,46420; 47712; 64994; 74110,LIDINGÖ,18162,SÖDRA KUNGSVÄGEN 236,"Bolaget ska bedriva verksamhet med e-handel och handel med kläder, skor och accessoarer, design av kläder, skor och accessoarer, äga och förvalta aktier och andra värdepapper samt därmed förenlig verksamhet.",1981-02-17,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556213-4287,Svebry Electronics Aktiebolag,Svebry Electronics Aktiebolag,46502,,46502; 47401,SKÖVDE,54134,NORREGÅRDSVÄGEN 9,Bolaget skall bedriva tillverkning och försäljning av radio- och elektronikkomponenter och apparater samt driva därmed förenlig verksamhet.,1981-12-01,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556186-2656,Eurolust Aktiebolag,Eurolust Aktiebolag,47403,,47403; 62201,MALMÖ,20071,BOX 5020,"Bolaget skall bedriva förlagsverksamhet, försäljning och konsultering inom och med sexrelaterade produkter och information. Även utgivning och distribution av bolags- och företagsinformation jämte sexrelaterad information via telefon, telefax samt elektroniskt via datanät. Samt idka handel inom radio & TV branschen.",1974-01-21,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556208-5778,Enskede Hydraul Aktiebolag,Enskede Hydraul Aktiebolag,46860,,46860,ÖSTERVÅLA,74046,BOX 70,"Bolaget skall bedriva tillverkning och försäljning av hydraulkomponenter, plåt- och byggnadsvaror jämte därmed förenlig verksamhet. Dessutom kommer bolaget att inneha samt förvalta andelar inom hästsportgrenar.",1981-02-11,active,,,http://www.enskedehydraul.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/enskede+hydraul+ab/%C3%B6sterv%C3%A5la/nvhngsef | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,order@enskedehydraul.se,+46 292 106 30,enskedehydraul.se,https://enskedehydraul.se,static,yes,cart; checkout,static@https://enskedehydraul.se:hasCheckout(urlPath:/checkout) | static@https://enskedehydraul.se:hasCart(uiPhrase) | DECISION@static@https://enskedehydraul.se,
556222-6356,Per Kvadrat Aktiebolag,Per Kvadrat Aktiebolag,47531,,47531; 46831; 43330,AVESTA,77423,BOX 144,"Bolaget skall bedriva försäljning av VVS-produkter, färghandel, läggning och uppsättning av golv och väggmaterial, import och export av byggmaterial, handel med värdepapper samt idka därmed förenlig verksamhet.",1982-11-09,active,,,http://www.perkvadrat.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/per+kvadrat+ab/avesta/kpydknpt | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,perkvadrat.se,https://perkvadrat.se,browser,no,,,Attempted to use detached Frame '78D858F6C602CEEC65D92EF68B1F539B'. | method:browser
556223-0150,Vagnhärads Blomsterhandel Aktiebolag,Vagnhärads Blomsterhandel Aktiebolag,47761,,47761,VAGNHÄRAD,61971,LÅNESTAVÄGEN 1,"Bolaget ska bedriva handelsträdgård och butikshandel med blommor och andra växter, frön och gödselmedel.",1982-11-22,active,,,https://www.euroflorist.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/vagnharads-blomsterhandel-ab/vagnh%C3%A4rad/amobflcqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:phone_in_segment,,+4615610384,euroflorist.se,,,,,,
556236-6319,KåhreEco AB,KåhreEco AB,47752,,47752; 46220,LJUSDAL,82791,RANUNGEN FÖNEVÄGEN 231,"Bolaget skall bedriva massage och friskvårdsbehandlingar, samt försäljning av hudvårdsprodukter i fysisk butik samt via webbutik. Bolaget ska även utföra transporttjänster samt teknisk konsultverksamhet inom bygg- och anläggningsteknik.",1983-11-24,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556235-4570,Sponsab Aktiebolag,Sponsab Aktiebolag,47699,,47699,ENKÖPING,74596,LITSLENA SNEBY 38,"Bolaget skall driva handel, uthyrning och förvaltning av fast egendom samt tillhandahålla finans- och konsulttjänster i samband därmed utan att driva sådan rörelse som avses i lagen (1987:617) om bankrörelse eller försäkringsverksamhet, driva handel med produkter inom byggnadsindustri, livsmedelsindustrin, verkstadsindustrin, textilindust rin, grafiska industrin och elektronik, marin-, och fritidsprodukter samt konsult- och uppdragsverksamhet jämte därmed förenlig verksamhet, driva leasingrörelse, företrädesvis leasing av personbilar och mobiltelefoner samt därmed förenlig utrustning.",1983-10-27,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556203-8132,Smålandsstenars Manufakturaffär Aktiebolag,Smålandsstenars Manufakturaffär Aktiebolag,47532,,47532,SMÅLANDSSTENAR,33331,VÄSTRA JÄRNVÄGSGATAN 9,"Bolaget skall bedriva handel med konfektion, manufaktur och hemtextilier samt därmed förenlig verksamhet.",1980-02-18,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556039-5021,Haacks Bilservice Aktiebolag,Haacks Bilservice Aktiebolag,47300,,47300,UPPLANDS VÄSBY,19461,STOCKHOLMSVÄGEN 22,Bolaget skall driva bilservicerörelse samt utöva därmed förenlig verksamhet.,1940-08-02,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556039-9304,Gunnar Spångberg Aktiebolag,Gunnar Spångberg Aktiebolag,47761,,47761,STOCKHOLM,11120,CENTRALPLAN 15,Bolaget skall idka handel med blommor ävensom idka därmed förenlig verksamhet.,1941-02-17,active,,,https://spangbergsblommor.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/sp%C3%A5ngbergs+blommor/stockholm/icmprsykl | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,spangbergsblommor.se,https://spangbergsblommor.se,browser,no,,,Attempted to use detached Frame '78D858F6C602CEEC65D92EF68B1F539B'. | method:browser
556058-2248,Royalus Partner Aktiebolag,Royalus Partner Aktiebolag,46160,,46160; 64994,GÖTEBORG,41250,VÄDURSGATAN 6,Bolaget skall äga och förvalta lös och fast egendom samt bedriva konsultverksamhet inom fastighetsförvaltning och företagsutveckling ävensom idka därmed förenlig verksamhet. Bolaget skall idka köp och försäljning av värdepapper samt textila varor.,1953-07-15,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556054-5351,Briscapo Aktiebolag,Briscapo Aktiebolag,46440,,46440,ÄNGELHOLM,26291,VANTINGEVÄGEN 347,Bolaget skall bedriva handel med porslin och presentartiklar ävensom idka därmed förenlig verksamhet.,1950-08-08,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556062-4354,Jacquardtextil i Helsingborg Aktiebolag,Jacquardtextil i Helsingborg Aktiebolag,47532,,47532,HELSINGBORG,25221,DROTTNINGGATAN 1,Föremålet för bolagets verksamhet är att bedriva fabrikation och försäljning av hemtextiler samt därmed förenlig verksamhet.,1955-12-16,active,,,,,not_found,,hitta_orgnr:hitta_no_next_data | hitta_name:hitta_no_next_data,,,,,,,,,
556084-4796,Forshalls Bygghandel AB,Forshalls Bygghandel AB,46831,,46831,GRÄSTORP,46792,FORSHALL VÄSTRA FORSÖLE 5,"Bolaget skall bedriva byggnadsmaterialhandel, byggnadsverksamhet, försäljning av inredningar jämte idka därmed förenlig verksamhet.",1962-10-02,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556089-2191,Motala Färghus Aktiebolag,Motala Färghus Aktiebolag,47523,,47523,MOTALA,59153,MINERALVÄGEN 14,"Aktiebolagets verksamhet ska vara att bedriva färghandel, golvläggning, plattsättning samt därmed förenlig verksamhet. Bolaget skall även bedriva värdepappersförvaltning, fastighetsförvaltning samt idka därmed förenlig verksamhet.",1963-09-24,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556060-6112,Thore Boström Maskin Aktiebolag,Thore Boström Maskin Aktiebolag,46630,,46630; 33120,GÄVLE,80291,UTMARKSVÄGEN 9 B,Bolaget skall inköpa och försälja entreprenadmaskiner samt handha service och underhåll av sådana maskiner samt idka därmed förenlig verksamhet.,1954-12-29,active,,,http://www.tbm.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/thore+bostr%C3%B6m+maskin+ab/g%C3%A4vle/cttxicmqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@tbm.se,+4626101250,tbm.se,,,,,,
556063-3934,Aktiebolaget Säters Färg,Aktiebolaget Säters Färg,47523,,47523,SÄTER,78330,STORGATAN 9,"Bolaget skall bedriva måleriverksamhet, inköp och försäljning av färg, tapeter och dithörande material samt idka annan därmed förenlig verksamhet.",1956-07-31,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556117-7014,Hozelock AB,Hozelock AB,46842,,46842,ASKIM,43632,SISJÖ KULLEGATA 9,Bolaget skall driva agenturrörelse och handel med hem- och trädgårdsprodukter samt idka därmed förenlig verksamhet.,1968-06-12,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556097-3306,Sigma Fashion Aktiebolag,Sigma Fashion Aktiebolag,47711,,47711,VÄSTERÅS,72215,TORGGATAN 1,Bolaget skall bedriva handel med damkollektion ävensom idka därmed förenlig verksamhet.,1965-03-24,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556079-7341,Art & Form AB,Art & Form Aktiebolag,47692,,47692,STOCKHOLM,11331,SANKT ERIKSGATAN 120,Bolaget ska bedriva galleriverksamhet och konsthandel och därmed förenlig verksamhet.,1961-09-07,active,,,http://www.artoform.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/art+och+form+ab/stockholm/aqvbhhik | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,naaryvr@negbsbez.fr,,artoform.se,https://artoform.se,static,no,,,
556127-2302,Bädd & Bad Aktiebolag,Bädd & Bad Aktiebolag,46450,,46450; 46410; 46471; 46431; 46499,HELSINGBORG,25464,GRUSTAGSGATAN 22,"Bolaget ska driva marknadsföring, försäljning av textilier och hygienartiklar samt idka därmed förenlig verksamhet.",1969-06-30,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556131-1779,Fjällgatans Kaffestuga Aktiebolag,Fjällgatans Kaffestuga Aktiebolag,47241,,47241,STOCKHOLM,11647,TEGELVIKSGATAN 45  LGH 1203,"Bolaget skall driva kiosk- och serveringsrörelse, konferensverksamhet med tillhörande pensionatsrörelse samt IT-verkamhet och därmed förenlig verksamhet.",1969-12-02,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556147-7166,Afriso Ema AB,Afriso Ema AB,46641,,46641,ARLÖV,23237,KILVÄGEN 2,"Föremålet för bolagets verksamhet är att bedriva tillverkning och försäljning av instrument och övervakningsanordningar för lagring av petroleumprodukter och för indikering av explosiva och giftiga gaser samt att som agent och fullvärdig specialgrossist inom värme-, styr- och reglerteknik bedriva handel samt att även idka annan därmed förenlig verksamhet.",1971-06-08,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556141-1850,APERAM Stainless Services & Solutions Nordic AB,APERAM Stainless Services & Solutions Nordic AB,46120,,46120,VÄSTERÅS,72130,SIGURDSGATAN 21  8 TR,Bolaget skall:  1) inköpa och försälja stål och stålprodukter. 2) bedriva sin verksamhet genom delägarskap i andra företag. 3) bedriva därmed förenlig verksamhet.,1970-11-16,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556100-4770,Wasa Sweden AB,Wasa Sweden AB,46410,,46410,FJUGESTA,71630,BERGSGATAN 6,"Bolaget skall bedriva tillverkning och försäljning av tryckknappar, inköp och försäljning av konfektionstillbehör främst inom EU och Fjärran Östern, handel med värdepapper samt bedriva därmed förenlig verksamhet.",1965-11-03,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556159-5413,Aktiebolaget Paul Johanssons Eftr. Färghandel,Aktiebolaget Paul Johanssons Eftr. Färghandel,47523,,47523,KARLSBORG,54632,STYCKJUNKAREGATAN 6,"Bolaget skall bedriva detaljhandel med färger, golv- och väggmaterial samt konstnärsmaterial.",1972-03-01,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556192-9760,Stanley Black & Decker Sweden AB,Stanley Black & Decker Sweden AB,46841,,46841,MÖLNDAL,43122,BOX 94,"Föremålet för bolagets verksamhet är att, direkt eller indirekt, bedriva tillverkning och försäljning av verktyg, trädgårds- maskiner och annan utrustning, reservdelar och tillbehör, fröer och gödningsmedel, att förvärva och förvalta värdepapper och fast egendom, att bevilja lån samt att bedriva därmed förenlig verksamhet.",1976-08-23,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556175-0554,Fönster-Vyer i Lysekil Aktiebolag,Fönster-Vyer i Lysekil Aktiebolag,46831,,46831; 71121,LYSEKIL,45338,MASKINVÄGEN 3,"Bolaget skall driva forskning och utveckling, försäljning av byggnadsmaterial såväl inom Sverige som på, export, fiskeriverksamhet, samt idka därmed förenlig verksamhet.",1973-01-17,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556190-5216,PEDAB Persson och Dahl Aktiebolag,PEDAB Persson och Dahl Aktiebolag,47522,,47522,MOCKFJÄRD,78542,BACKVÄGEN 21,"Bolaget skall bedriva verksamhet avseende skogsavverkning, skogsförsäljning samt utföra reparationer huvudsakligen av skogsmaskiner, ävensom idka därmed förenlig verksamhet.",1975-10-02,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556219-0750,Wielsportservice Aktiebolag,Wielsportservice Aktiebolag,46491,,46491,ARBOGA,73246,GÄDDGÅRDSGATAN 4 D,"Bolaget skall idka import och grossistförsäljning av sport- artiklar, handel med motorfordon, föder upp och tävlar med hästar och därmed förenlig verksamhet.",1982-07-27,active,,,http://www.wielsport.com,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/wielsport+service+ab/arboga/kkpqbjaq | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,wielsport.com,https://wielsport.com,browser,no,,,Attempted to use detached Frame '78D858F6C602CEEC65D92EF68B1F539B'. | method:browser
556220-6457,Aktiebolaget Scagenta,Aktiebolaget Scagenta,46120,,46120; 68209,HÖLLVIKEN,23634,BRORSLUNDSVÄGEN 44,"Bolaget skall bedriva köp och försäljning av bostadsrätter och värdepapper, ekonomisk och juridisk rådgivning, förmedling av fastigheter och finansiella tjänster, förvaltning av fastigheter samt agenturverksamhet inom kemi ävensom idka därmed förenlig verksamhet.",1982-09-21,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556205-9419,Cykel och Fritid i Mjölby Aktiebolag,Cykel och Fritid i Mjölby Aktiebolag,47632,,47632; 47522; 47631,MJÖLBY,59540,FRIDHEMSGATAN 1,"Bolaget skall bedriva handel med cyklar, mopeder, motorsågar, gräskklippare, sportartiklar samt utföra reparationer i anslutning härtill ävensom idka därmed förenlig verksamhet.",1980-08-25,active,,,https://www.cykelfritid.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/cykel+och+fritid/mj%C3%B6lby/nnopyaac | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@cykelfritid.se,+4614234780,cykelfritid.se,,,,,,
